Speaker,Time,Date,Duration,Statement,Region,High Contracting Party
ITALY,10:15:08,2024-03-05,0:05:11,"Thank you , Chair . I would like to thank you and the Secretariat for showing these elements on screen . I think it is a very helpful and useful method . In fact , looking at this yesterday , I mean , we could see how far we have moved on these issues , but also how far we still have to go . And having listened yesterday to the different statements , we would also like to contribute some comments . The first bullet concerning the question of the emphasis on technology rather than on weapons systems , we understand the argument of those that point out that we should start from systems rather than from technologies , although this second approach has its merits , too . We think that the question lies with the combination of technologies with weapons systems . Emerging technologies are not good or bad in themselves . It is the use we make of them . Also , there are technologies that can be applied to many human activities . They may be dual use or they may have been developed for completely different purposes and then applied to weapons systems or they may have been developed exactly having in mind a weapons system . So in this case , it is more difficult to conceptually separate the technology from the weapons systems . Anyway , we think that we can work on a different way to phrase these concepts . I think it is perfectly within our reach . Now , all the bullets read together in the different combinations , they give a characterization and definitions of laws that could be useful when considering completely autonomous weapons systems . In our approach , laws that operate completely outside human control and a responsible chain of command should be prohibited . However , the issue here is also as far as we can see bullet 4 and the type of force these systems apply . Is this any type of force or should we qualify the force as lethal ? This brings us to a point raised by several Delegations yesterday in the sense that for us , as is the case for others , the main reference is IHL . We operate within the CCW and the goal is to limit the use of certain weapons , to limit the use of certain weapons and these limits are set by international humanitarian law , which is why we still have issues like others with the addition of lethal to autonomous weapons systems . For two reasons , one , what makes an autonomous weapon lethal ? Is it because it has been conceived as such or is it because it can have indirect lethal consequences although these are not intended in its original design ? Secondly , a violation of IHL can also happen when the consequences are not lethal . It can apply to grave injuries or also as someone noted yesterday to damage to certain objects . We realize this question has been discussed over and over but we believe that it remains relevant . On bullet 3 , we think that the three elements of identify , select and engage are probably sufficient for what we need to cover . On the final bullet , the word "" further "" is certainly key . We need to reflect on how specific we want to be when it comes to human intervention or involvement , whether it is necessary to refer to the individual operator and what that implies in terms of decision making , which is also why we look with interest at the definition of human agency . This entire sentence , this entire definition conforms the basis for determining not only laws , completely autonomous systems but also systems which will be regulated , which have autonomous functions . If you remove or change one of the elements that made up the entire definition , then you have a system that is not fully automated and therefore in our view needs to be regulated . I thank you , Chair .",Western European and other States,Yes
FRANCE,10:20:38,2024-03-05,0:06:55,"The floor is to the Ambassador of France . Thank you very much , Chair . To begin , I would like to thank you for the way in which you have led our work , you and your entire team . We have seen since yesterday that we were able to have an in - depth discussion and that is the outcome of the way in which you prepared our work . I would also like to make my gratitude coextensive to the support unit , of course . Addressing the point under consideration , I would like to offer a few comments and details . Beginning with the principles , given that we have spoken a great deal , that is fortunate , about a lethal autonomous weapons system as many Delegations have pointed out including India , it is part and parcel of the way in which we characterize the scope of the instrument and that is the way in which we have structured the dual approach which prohibits an initial category of weapons because it is incompatible with international humanitarian law and the other one which tries to address a second category of weapons . So first , on the distinction between the systems that are fully autonomous and the systems that integrate autonomy . So the former , fully autonomous , they operate without human oversight . They themselves can appoint for themselves targets in a complicated environment and over and above their initial programming without being subjected at all to the command chain . Whereas for the second category , that is systems that include autonomy , they are always under human control which is why we call partially autonomous weapons systems . So in this latter category , the decision - taking functions of the system are supported to human intervention and under their responsibility and this is an important criteria to bear in mind , responsibility . And this partially autonomous system can also be endowed for a restricted space and under certain guarantees to carry out some tasks that are part of critical aspects such as identification , classification , interception or engaging . So I wanted to clearly highlight this difference between autonomous and partially autonomous . Then the second point that was debated greatly yesterday was the criterion of lethal . I would like to point out that lethal is a part of the mandate of our GGE since its very inception and that was in order to address an ethical concern of a machine that can choose to take the life of a human being . Further , the broadening of the mandate would be counterproductive . Why ? Well , because that would bring the discussions would make them even more difficult than they are today and several Delegations including our own believe that it is urgent to act . So it would not be appropriate to broaden the scope of the mandate . Third , we must recall that as part of our approach all weapons systems including nonlethal weapons systems are nevertheless subjected to IHL to prohibit suffering an excessive injury and indiscriminate use of these weapons . So all those that are incompatible with IHL must be banned . And this brings me to the comments on what we have on the screen . On the first one , we prefer to speak of lethal weapons systems based on technologies because it is the weapons systems that are at the core of the subject under consideration and several Delegations yesterday or in their documents including Switzerland , Japan , the United States , China and Mexico . Moving on to the second bullet point , it seems to us that stating once activated is necessary because it is actually the activation , the point at which a human being will give the machine a certain level of autonomy at which point the critical functions that are at the heart of our argumentation will be activated . The Cuban Delegation also pointed this out . On the third bullet point , the three functions that are in our view are essential are identify , select and engage as outlined by the Philippines as well . Track lies between selection and engagement . So that is an option too . We do not need to get rid of it and I believe it was proposed by South Korea . So these terms are cumulative given that there is a continuum that will lead to lethal action . So they are not alternatives to each other . When considering military activity on the ground , we prefer apply force on the fourth bullet point . Why do we prefer that ? Because it is more operational than deploy force . And then on the fifth bullet point , we are leaning towards without further human intervention as proposed by Costa Rica because it is more all encompassing wording . Human intervention by an operator seems to bear in mind only the end of the activation and it does not consider the whole command chain that will lead into the final order . Thank you very much for considering my first responses and reactions . Thank you . Thank you very much for these detailed comments .",Western European and other States,Yes
EL SALVADOR,10:27:46,2024-03-05,0:02:52,"Thank you very much for giving me the floor , Mr. Chair . As this is the first time that I am taking the floor , I would like to commend you on your appointment as Chair of this GGE and I would like to pledge the constructive support of my Delegation to your tenure . Additionally , I would like to take this opportunity to reiterate my Delegation's support to the statements made yesterday by the Delegation of Pakistan speaking on behalf of a group of countries and by the Delegation of Costa Rica speaking on behalf of the G15 . Turning my comments now to the text presented yesterday , I would like to join other Delegations that expressed their congratulations to you for this initiative . Preliminarily , I would like to offer some general reactions to this proposal . We have listened closely to yesterday's discussions and in our view , a broad majority of Delegations gathered in this room agree on many items . This encourages us and gives us hope to move forward . As we are part of the group that presented a proposal for the Sixth Protocol , we agree with the view that lethal significantly limits the scope of these weapons due to the fact that as many have said already , a weapon can bring about serious consequences in international law , particularly international humanitarian law without necessarily being lethal . In addition to many other reasons that were broadly debated in this forum . On the first bullet item , we support Switzerland's proposals and made by other countries as well to bring about this change and focus on the weapon systems that have emerged in technologies . On the second bullet point , we agree with the United Kingdom and that there is a need to take into account the levels of autonomy that these systems have given that as Mexico said , for my Delegation , it is essential when the time comes to set up regulations and prohibitions . So with that in mind , and using as a reference what has been proposed in the Sixth Protocol , for my Delegation , the critical functions for autonomy could be select , target , engage , and we also take into account apply force . On the last bullet item , we believe that it is essential to keep a component on human intervention . We would even consider a human operator . To conclude , I would like to express my gratitude to civil society and other relevant actors for their research and investigation which allows us to have a better understanding of the subject . Thank you .",Latin American and Caribbean States,Yes
GUATEMALA,10:30:52,2024-03-05,0:01:43,"Thank you , Chair . I would like to join other Delegations in expressing their gratitude to you for sharing this detailed document and all of the information compiled by the information provided on the members of the group . My Delegation believes that the International Red Cross Committee has already provided us with a good definition of these systems , setting out that it is those systems that select and apply force against targets without human control . We believe that the definitions of these systems must be based on lethal autonomous weapon systems that include autonomy within their critical functions to select or to identify , to engage with and apply force without human intervention . So we support what was said at the point in this room , calling for the express inclusion of the definition of human intervention given that the definition of intervention by an operator is ambiguous that could be open to varying interpretations . Further , we agree that there must be an explicit mention of the definition of what weapons that use emerging technologies is and not simply technologies writ large which is why we support the proposal of other Delegations to begin by speaking of weapons and not technologies so as not to create the feeling that we are saying that technologies per se are the problem but rather it is the use of these technologies in weapons . Lastly , we call on all to have a constructive dialogue such as the one that we have had thus far , one in which we can arrive at a definition that will continue over time and that it will not become obsolete as soon as the document is adopted bearing in mind the quick speed with which these new technologies evolve and their use in lethal autonomous weapon systems . Thank you .",Latin American and Caribbean States,Yes
BULGARIA,10:33:01,2024-03-05,0:02:09,"First the floor is to Bulgaria . You have the floor . Thank you , Mr. Chairman . Yesterday afternoon we had a pretty constructive discussion on the guiding question 1 . Our Delegation is in favor of your approach that is based on the guiding questions and the replies submitted . We would like to shortly jump in to share our initial thoughts on bullet 1 similar to other Delegations . We would prefer the focus to be on weapon systems , not on technology itself . Bullet 2 , I think we have a common agreement that once activated is appropriate term . On bullet 3 for us it is necessary to have identification selection and engagement . It is the better option out of the ones we have on the screen . On bullet 4 we would go for apply force . It is a better term . On the last bullet in our reply to the guiding questions we have human involvement . However the discussion managed to convince us that the term human intervention in a combination with the word further is a more appropriate option when it comes to defining autonomous weapon systems . Lastly regarding the notion of fatality it is a quite controversial topic within the GGE . Over the years we have heard numerous confronting views on the issue and having in mind yesterday the deliberations , the situation does not have the prospect to be resolved soon . For the record our Delegation does not consider fatality to be an inherent characteristics of autonomous weapon systems . Still we have a clear understanding that fatality is part of our mandate . Thank you , Mr. Chairman .",Eastern European States,Yes
PAX,10:35:18,2024-03-05,0:03:10,"For approach you have set out and I think it is a very productive way of moving the discussion forward . To start with a few general remarks , as you mentioned the definition of the ICRC is often referred to by various Delegations . I think this definition could be seen as a working definition to further our work . As I understand it a final legal definition is usually agreed upon during the official negotiation process which would mean a working definition could be sufficient at this stage to move discussions forward . So putting forward States' positions I think is very useful at this stage . At the same time I think we should be careful of the position mentioned by some that we need a completely agreed definition before we can move forward on other issues . At this stage a working definition should be sufficient . Some thoughts on your text on the screen . First of all , technologies that enable I think is a very useful phrasing . As we see autonomy as a function of a weapon system . An autonomous weapon system is not the same as a land mine or cluster munition which is an inherent thing in itself . We see it as the way a weapon system is used that would make it autonomous . It is not the characteristic of the weapon itself but the way it is used . The second point once activated I think that is also useful as it demonstrates there are two phases , namely before activation and after activation . The first phase the human decides to activate the weapon system after making a legal and ethical judgment ensuring human control . The second phase then is a period of time where the weapon system would function autonomously . So I think the delineation of those two phases is useful . On the third point I think the most important element is to include the use of force as this is what produces the effects of an attack which must comply with legal and ethical norms . Also the identification is relevant as it ensures the target to which force is applied is in line with the user's intent . At the same time I think as I mentioned the exact number of qualifiers mentioned here is not that important as long as we have a working definition on which we can move forward . Regarding the restriction of the definition to lethal force seems undesirable for reasons mentioned by various Delegations as well as the ICRC mentioned more eloquently than I ever could . So I will leave it there . I think with point 4 either option would be fine to include and on point 5 I think all phrasings have their pros and cons . But I think human intervention as used by the ICRC would work as it seems to be the most used phrasing and as I mentioned not getting into the nitty - gritty of agreeing on all the details but having phrasings that most states can agree on to move forward . Thank you , Chair . Thank you for your intervention .",Non-applicable,No
BRAZIL,10:38:42,2024-03-05,0:03:08,"Thank you , Mr. Chair . I asked for the floor again to react to some very interesting ideas and concepts that were presented in our debate yesterday and this morning and to clarify some of the points that we made yesterday . First point is that I just wanted to make it clear that we also concur on the proposal that was made by several Delegations and by ICRC yesterday on the need to focus on weapons systems and not on the technologies that underpin it . Our response might have been suggesting otherwise but it is merely a fact that it was structured on the basis of the guiding questions that we received which in turn was based on the mandates that this group has received . But our preference is , of course , that we focus on weapons systems . Second point on the third bullet which we discussed yesterday , the terms that will define the critical functions of autonomous weapons systems , very interesting ideas and concerns were raised yesterday , particularly about the need for them to be sequential and for all of these concepts to be necessary in order for the qualification to apply . We had indicated in our response that identify , select and engage would be our preference but if we are to boil down to what is absolutely critical for the definition in terms of the relevance to IHL perhaps select and engage would be the best option . My third point is regarding the fourth bullet in which I would like to point out that we agree with the statement of Australia yesterday that this might be redundant given the fact that we have engage in the previous bullet but if we are to use a formulation like this our preference would be to apply force because it would be more precise . Lastly on the fifth bullet , again I believe that human intervention or the alternative formulation intervention by an operator would be the best and this relates to the comments made yesterday by the Distinguished Delegation from India and today by the Distinguished Delegation of France . I think at this point we are not concerned yet about prohibitions . We are concerned about delimiting our field of work and prohibitions and restrictions would , of course , follow and depend on further characterization but here we are just stating what the overall field of concern is and the risk of adopting the definition on the other formulations involvement of the operator would be to lead to the understanding that this definition only applies to fully autonomous weapons , thereby excluding all other semi-autonomous systems from our concerns . So we need to be a bit broader here without this necessarily signifying that we are to prohibit or restrict each and every system that is endowed with some degree of autonomy . Thank you very much , Chair .",Latin American and Caribbean States,Yes
RUSSIAN FEDERATION,10:42:04,2024-03-05,0:22:08,"Thank you very much , Distinguished Chair . At the outset I would like to thank my Distinguished Colleagues from other Delegations and also representatives of NGOs for the ideas that they presented that should help us in our work . I would like to make several comments in light of what was said by colleagues . I will try to react to some of the ideas that were presented . First , we would like to refer to statements about the fact that definitions and agreeing on the specific characteristics of such systems may be something that is superfluous for the objectives of this group . Well , I would like to say that we are quite surprised and we hope we are not the only ones who are surprised but other Delegations as well , especially when such statements or claims are made by Delegations in other forum that are involved in questions of arms control , disarmament and nonproliferation where they are really in favor of definitions of any weapons systems if , of course , we are talking about developing or elaborating agreements including at the level of certain understandings that are binding . They say that all should be specifically and directly defined and that is being presented as a key element of any type of agreement and in fact is presented as a category , the absence of which may put into question the very elaboration of any agreement on an issue . So we believe that this is a clear example of double standards and if indeed we are talking about such serious matters like lethal autonomous weapons systems , then here we have to talk about a clear definition of what we are talking about , what we are discussing , especially in a situation where in international law we do not have any universal definition of laws and we also do not have any real functioning prototypes of such systems . Without the elaboration of such a definition and be very difficult not only to talk about the elaboration of any agreements , it would simply be extremely difficult to discuss these issues because we will not have a specific understanding of what we are talking about , what each state understands when they refer to laws because as we have seen from our discussion today , each state seems to understand this very notion in their own particular way , including both in the categories of weapon systems that fall under such title and also what characteristics are part of such a notion . Any limitations without a clear definition of lethal autonomous weapons systems may lead to legal uncertainty and also have an impact on a broad set of weapon systems and also have a negative impact on scientific and technological progress including in the area of peaceful robotics and artificial intelligence and some colleagues referred to that yesterday . This is why we must focus on the elements of a possible definition that we believe are already appearing . For us , we do not have any questions about what we should be talking about , technologies or weapon systems . We are very clear that we must talk about weapon systems . This is something that has been already enshrined in the previous reports of the GGE where we agreed on the basis of consensus numerous understandings related to weapon systems based on emerging technologies in the area of lethal autonomous weapon systems . However , in order to come up with such a clear definition , we cannot define lethal autonomous weapon systems through the notion of a weapon system . Here once again we can recall the lengthy discussions that we had with our dear colleagues , especially representing the western countries in different international fora where these colleagues are demanding that we have a definition of the notion of a weapon system or the notion of a weapon . I believe that this form is not an exception . We must clearly understand what we mean when we say weapon system . As far as we are concerned , when we refer to weapon systems , we understand that these are technical means that carry out military or other auxiliary objectives in support of the military objectives . And such an understanding of a weapon system refers both to a military weapon system but also a dual type weapon system . This is something that is very important to keep in mind in order to not create any artificial limitations on the notion of lethal autonomous weapon system . And we would like to point out that there is no contradiction here with the notion of lethality because dual use systems , just like systems that play a support role or are aimed at or have as an objective to carry out a support role can inflict lethal harm from the point of view of international humanitarian law . And this is something that we should also keep in mind . This is very important in order not to break down such a definition by limiting its scope , lethal autonomous weapon system , not to separate lethal autonomous weapon systems into good weapon systems and bad weapon systems . And in light of the discussion that we are having now , then we will be only referring to bad weapon systems that without the intervention of operator would identify , select and engage targets . And all the other weapon systems then will turn out to be legitimate , absolutely acceptable weapon systems . So we believe that this is a selective approach that is not really acceptable when we discuss this issue . And we must talk about the category of weapon systems including lethal autonomous weapon systems in a comprehensive manner if indeed we are planning to come up with a definition . Besides this does not refer to any potential limitations or so - called prohibitions that already exist in IHL . As we define such prohibitions or our understandings of such prohibitions that already exist in international humanitarian law , here we can talk about separate categories of lethal autonomous weapon systems . But since we are talking about a definition , a general definition of this category as a whole , we have to take a holistic and comprehensive approach to such a definition . And here we have to talk about a very broad category of systems , military systems , dual use systems as well that are intended for the implementation of military objectives or in support of military operations . And here we believe that it is quite justified to leave outside of such definitions the notion of munitions that already exist . And this definition has been in existence for a very long time and this category can be easily considered as a lethal autonomous weapon system because very often such weapons operate without the intervention of an operator . And that category of systems has been clearly regulated in the past and continues to be regulated by existing norms of IHL and something that is being discussed in international forum does not require any additional discussions here in this GGE related to munitions . Now on the question of autonomy , another very important factor that should be kept in mind when we work on a definition of a lethal autonomous weapon system . Now many colleagues said that we should not try to to separate weapon systems on the basis of the level of autonomy and to put on the table here the discussion of weapon systems with a high level of autonomy . We share this approach . We do not think that in this GGE we are only talking about lethal autonomous weapon systems . For us , the notion of autonomy and autonomous systems means that autonomy is meant to be a complete autonomy . In other words , when a weapon system operates without the intervention or involvement of an operator . And we consider this weapons category as a weapon system that operates without the involvement of the operator . And this qualifier is sufficient to define autonomous systems . All other systems are not autonomous . This could be highly automated systems , semi-autonomous systems or any other category of automated systems . And they should be considered outside of the work of this GGE . And this we believe is the understanding that led to the recommendations that were prepared by this group in previous years . We also share the point of view that the definition should be meant for the long - term . It should include the possibilities of future developments of such systems and not simply be limited to any current understanding of a lethal autonomous weapon system . The definition should be a universal one as the expert community understands it . And this should include the views of academics , engineers , military staff , ethical specialists and others . And even though we are discussing this within the framework of the CCW , the definition should take into account the need to strike the right balance between the legitimate security concerns of states and humanitarian considerations . And as we work on a definition of a lethal autonomous weapon system , we also believe that we should refrain from taking any hasty decisions that may create obstacles to technological progress . We should also keep in mind views on technologies and how society looks at society can change as time goes by as we acquire additional experience in the use of such technologies . So such definition should be a comprehensive one as we said earlier . We also would like to make a couple of comments on the different notions , ideas that were expressed by different Delegations . Some of these things have been voiced already in the past , especially the introduction of such notions as meaningful human control , the forms and levels of human involvement and also to reflect in the notions related to laws of a category that has nothing to do in general with law . This is something that we heard in the past . We believe that such approaches do not really help us find effective solutions with characteristics and definitions and also such value judgment as critically important or important already contained within themselves the risks of politicization as we tried to define this category of weapon systems . Also , the definition of lethal autonomous weapon systems based purely on factors related to human control would hardly help us achieve a common understanding of what these systems are without having the necessary criteria for ensuring human control over machines and we would like to point out once again that we believe that these criteria are superfluous because the specific forms or methods of such control should be left in the hands of states that have the responsibility for ensuring such control in line with existing norms of IHL . Definitions of lethal autonomous weapon systems based purely on critical functions that exist in highly automated weapon systems are also we believe counterproductive . So we do not believe that we need to discuss in the context of laws under the CCW . We should not be discussing the issue of unmanned aerial vehicles because this is simply one example of a highly automated weapon system and does not belong to the category of lethal autonomous weapon systems . As I already said , only relate to fully autonomous weapon systems that do not involve human beings . Now if we now look at the bullet points that we see on the screen , then as we already said , under the first bullet point we should be talking about weapon systems . Now on the second bullet point we believe that this bullet point is superfluous just like the third bullet point because the second and third bullet point , they boil the category of lethal autonomous weapon systems down to only one category of such weapon systems , a very narrow category of weapon systems leaving aside all the other categories of laws and as a result if we take the second and third bullet point and include them in the definition this will mean that entire categories and types of lethal autonomous weapon systems will simply not fall under the definition of laws and that is something of course is unthinkable if indeed we want to come up with an effective applicable definition . Once again I will say we have to talk about military systems , dual use systems that are meant to carry out military tasks or support tasks leaving aside only the category of munitions , a category that has for a long time been effectively regulated by international humanitarian law and we have no problems there . Now as far as the fourth bullet point is concerned here we have the same situation . It is superfluous indeed if the objective of this bullet point is to remove certain categories of weapon systems while we find this surprising and we are somewhat bewildered if that is indeed the approach . Now on the final bullet point here we believe an attempt is made to define autonomy in weapon systems and we believe that this bullet point can fully cover the category of autonomy and the understanding that a weapon system operates without any involvement of an operator can fully define the autonomy of such a weapon system . Now on the term operator this is a well known term . This is a term that is used in practice both the military and technical level , the applied level related highly automated systems that already exist today , systems that are functioning and are being employed by different countries . So this is a term that is relevant for the definition of laws . It is a very specific term in comparison to , for example , the term human involvement . We do not really understand what that means from a legal point of view . Thank you very much .",Eastern European States,Yes
COLOMBIA,11:04:29,2024-03-05,0:01:47,"Colombia , the floor is yours . Thank you , Chair . We acknowledge how difficult it is to have a specific definition . But at the same time we do know that a definition is needed in order to have a legally binding instrument . The methodology that you have proposed is in our mind quite useful because it allows us to deliberate in order to better identify the components of the definition which is why my Delegation believes that a Delegation cannot be fully detailed and fleshed out because something with too many details could limit the scope of the instrument that we want to negotiate . Nor do I have an ideal formulation for the definition but I imagine that is part of the challenge of our work and your work when preparing a report , the report of the meeting . The challenge to have this definition balanced and general and specific at the same time and also well structured enough to meet our ends . My Delegation also believes that what is essential in this definition are not technologies per se but rather the autonomous weapons systems . That is the critical characteristic of weapons systems that we want to define is the autonomous capabilities they have whether or not they are fully or semi-autonomous . I think I do not need to further elaborate on this idea because many of the Delegations that spoke before me have done so already . Thank you .",Latin American and Caribbean States,Yes
ALGERIA,11:06:29,2024-03-05,0:02:20,"Thank you , Chair . I would like to thank the various Delegations for their contributions and relevant comments which have allowed us to better limit the concept so as to avoid any issues whenever we are tackling a definition and the characteristics of laws . Well , first , we agree with what has been said already by some Delegations about the importance of doing away with any and all ambiguity or confusion that could come about from the first sentence which might lead one to believe that the problem is linked to emerging technologies whereas , in fact , the issue arrives from autonomous weapons systems that use emerging technologies and the problem is not within emerging technologies themselves . Secondly , we believe that the definition of laws is a delicate task given that the technological development could make it outdated . That means that we have to focus more on the characteristics . On the fifth bullet point , perhaps we should use human control of autonomous weapons systems instead of human intervention given that the term enshrined in the disarmament community is the weapons control . Fourth , lethality is a defining element of our discussions according to the mandate given to this group seeing as the CCW is a key instrument for international law . Lastly , I would like to state that in our view the joint declaration from the Delegation of Pakistan on behalf of the G15 addresses the organization of the many points that ought to be discussed over the course of this session and that joint statement should be considered in order to allow the scope of the discussion to be broadened following an inclusive and general approach . Thank you .",African States,Yes
