Speaker,Time,Date,Duration,Statement,Region,High Contracting Party
ITALY,11:33:44,2024-03-06,0:03:11,"Thank you , Chair . I would like to make some comments on the question concerning which elements and characteristics would make laws incompatible with IHL . Following the two - tier approach that we favor , there are two broad categories of weapons that we should consider . Laws that are fully autonomous and laws that have autonomous features that can be used either in compliance or in violation of IHL . Now bullet 1 and 2 seem to cover the first category . If a machine operates completely outside human control , then there can be no accountability under IHL . A machine cannot be held accountable under IHL . We can discuss about the different autonomous phases of operations . For instance , identifying select targets but there is little doubt that the decision to apply force must rest with the human being to ensure accountability . Now the second category , laws that are not fully autonomous must have some characteristics that make their use compatible with IHL or their use should be compliant regardless of some of their characteristics . Compliance with IHL depends very much on context to answer the other question that you posed . We cannot imagine this in abstract terms . Certainly bullet 3 , 6 and 8 are very much relevant . Being inherently indiscriminate or incapable of distinction , proportionality or precaution or being able to cause superfluous injuries or these circumstances make these weapons inherently , inherently noncompliant with IHL and must be prohibited . We do not think like others the bullet 5 qualify laws as incompatible because targeting humans directly does not in itself violate IHL . Concerning bullet 7 , we share the view of those that believe that the question of predictability is very much relevant to laws . It is very specific to laws and must be addressed in this context . We are not sure about the relevance of bullet 9 , while bullets 10 and 11 , we understand the general purpose of these , but I believe that they would need to be further clarified . I thank you , Mr. Chair .",Western European and other States,Yes
BRAZIL,11:37:09,2024-03-06,0:03:47,"Thank you very much , Mr. Chair . Regarding this set of this question that we have on the screen , I would like to make a few remarks . Firstly , I would like to concur with my Austrian colleague regarding the fact that this section , this question deals both with first - tier and second - tier elements and maybe we could reorganize the text in order to reflect this , and specifically regarding the contents , I would like to also note with appreciation the references made to the first bullet and also which was proposed by well , included in our response and also in related language proposed by other countries on the need to take into account the context and the use of laws in order to ascertain its compatibility with IHL . On this , I would like to point out that some very autonomous or at least systems that have a very high degree of autonomy are already operational for a long time in the shape of closed - in weapons systems for point defense of naval vessels . They are extremely autonomous once activated , but given their use and operational environment , they pose little if none threat to IHL . So regarding the third bullet , I would just like to make a quick point of precision . Our position papers , so to speak , the response to the questions has indicated that our preferences for the formulation of human control , I would just like to make that clear . Regarding the bullet points on life cycle assessment , I would like to note the importance that we attach to this element , especially given the evolutionary nature of lethal autonomous weapon systems that are based on machine learning . So these constant assessments of legality needs to be taken into account . I would like to draw attention to the side event that was sponsored by Australia and by Brazil earlier this week on the issue of legal review . This should be understood as a necessity not only for the initial point of development or introduction into service , but all through the life cycle of these systems . Also would like to take this occasion to point towards the Brazilian proposal to use the IEEE standard 7007 / 2021 , which is contained in our working paper number 1 . In our view , this standard , which is the first ontological standard for ethically driven robotics and automated systems offers a very good basis for a coherent , scalable and comparable approach for the design and evaluation of AI and autonomous systems . It is also an important element to be considered for the dimension of predictability , traceability and explainability , which is covered by an important proposal made by Finland on the sixth bullet . And I would also like to add my voice to the eloquent defense of these elements made by my distinguished Pakistani colleague . My Delegation will provide further details on the IEEE standard during our discussions on risk mitigation and CBMs . Finally , I would like to note the wide agreement on the importance of elements of space and time as key elements for human control from the control of lethal autonomous weapons systems in bullet 5 . Thank you very much , Mr. Chair .",Latin American and Caribbean States,Yes
ICRC,11:41:19,2024-03-06,0:05:46,"Yes . Thank you , Chair , for giving us the floor this morning . As we outlined yesterday under the previous question , certain types of autonomous weapons systems , particularly those with unpredictable effects or ones that target humans will create challenges for users' ability to comply with IHL regardless of the specific context . However , assuming that an autonomous weapon system can function in a sufficiently predictable manner and that it is designed and used only against objects , it may not need to be prohibited per se , but the way in which all autonomous weapons function creates residual compliance challenges for IHL's rules on the conduct of hostilities . In particular , we have consistently emphasized that these IHL rules call for context - specific evaluations to be made based on the circumstances prevailing at the time of the decision to launch the attack , but also during the attack . And to illustrate the definition of the term "" military objective , "" which is set out in Article 52.2 of additional protocol 1 , explicitly requires assessment of the circumstances ruling at the time . Having said that , it is standard for many of these IHL assessments to be made in advance as ex ante assessments , but when it comes to autonomous weapon systems , the difference is that the system itself triggers one or more strikes in response to environmental input . And so the human user or the commander will not know exactly when or where or against who or what those strikes will take place . So to assess the lawfulness of an attack , they need to anticipate and assess in advance the lawfulness of all possible strikes by the autonomous weapon system , and that includes accounting for all reasonably foreseeable changes in circumstances . And we consider that this exercise is only likely to be possible if stringent restrictions are imposed on the variables of the weapon system and on its operating environment environment in order to reduce the number of potential outcomes to a reasonable level . And we do see some basic aspects of these kinds of restrictions in the text on the screen . As noted by the Distinguished Representatives of the Russian Federation and Austria this morning , many of these aspects mirror this group's conclusions from last year that referred to the need to limit types of targets , the duration , geographical scope and scale of operation . We consider that these are restrictions that based on IHL already need to be imposed on the use of any weapon in warfare , and they are restrictions that are already part of military practice . For example , all weapons must already only be directed at targets that are military objectives . Now , to be effective at addressing the humanitarian legal and ethical challenges raised by autonomous weapons , this group needs to move beyond these baseline formulations to articulate the specific detail that is particular to the case of autonomous weapon systems . And I think this point was well made this morning by Pakistan . So looking at the text , for example , the references in bullets 1 and 5 to types of targets , we have recommended restricting these to military objectives by nature because the characterization of these objects is less likely to change . So there is a lower risk of an attack being directed at a protected object . Looking at the references in bullets 1 and 2 to the operational environment or the specific context , we recommend constraining these specifically to situations where civilians or civilian objects are not present in order to uphold IHL and avoid harm to these protected persons or things . On the language about scale of use , this will require further clarification , for example , specifying the number of strikes or engagements that a system can undertake in a deployment . And on the language of supervision or involvement in the third bullet point and also on deactivation in the eighth , this group will need to consider how these concepts must be implemented to uphold , for example , the ability for combatants to cancel or suspend an attack if it becomes apparent that an objective is not a military one . And the ICRC in this respect has consistently maintained that the use of an autonomous weapon cannot by itself justify a failure to take these kinds of precautionary measures that would have been available had the combatant chosen another reasonably available means or method of attack . So the ICRC urges high contracting parties to take this opportunity to now move to providing this kind of detail to address the particularities of autonomous weapons and to respond to the need for progressive development of the law as recognized in the CCW preamble and as highlighted this morning by Delegations including from Austria and Peru . Finally , Chair , looking at the use of the term operator and this point applies equally looking back at the first topic , we would recommend the kind of broadening that was raised this morning by the Distinguished Representative of Austria . Our recommendation previously has been to use the term users or alternatively to specify that IHL obligations bear not only on operators but on all commanders and others responsible for planning , deciding upon or executing attack . We think this would better reflect IHL obligations including that precautions in attack need to be taken by those who plan and decide upon an attack . Thank you , Chair .",Non-applicable,No
LUXEMBOURG,11:47:20,2024-03-06,0:03:56,"Thank you , Chair . We also would like to react to different points that were raised and express our national position . Luxembourg believes that we must have an inclusive definition and clear regulations that will make it possible to have a framework for the use of such weapon systems with the necessary precautions related to meaningful human control and decision making process and relevant legal reviews . Now , the advantages that are offered by laws , the objective is not to prevent the functioning of such weapon systems but ensure that we establish an approach that is based on human beings to avoid any unintended consequences of their operations . But human control is not limited to monitoring systems and decision making . After the development phase , it is necessary to put into place relevant legal reviews to ensure the reliability and predictability of such systems . Once activated , the systems must act in a predictable manner in line with IHL reflecting the intentions of the commander and operator that requires the sufficient understanding of how the system functions . In this context , we are in favor of a future oriented approach because responsibility falls on the shoulders of operators . This means that operators have to be able to anticipate the different ways the system can function in order to avoid any operations that do not comply with IHL . They also have to understand the actions that were taken by the system . This reflects the fact that the legality of the use of autonomous system is directly linked to the circumstances of deployment and something that was already mentioned by France , Switzerland and other Delegations during the deployment phase . Legal autonomous systems identify the mission and type of targets and also establish geographical and temporal limits on their operation establishing a specific framework operators can prevent the very complex situations that may lead to violations of IHL . Also human judgment related to respect of the rules of IHL , for example , distinction and proportionality is crucial in the context of the ethical decisions related to the use of force . The implications of the use of systems that have been sufficiently tested can guarantee that these systems will be operating with full respect of IHL and operators should be familiar with all environmental factors and technical modalities of these systems to the extent possible in order to ensure that the use of such systems does not violate the principles of proportionality . Finally we attach great importance to human approval of any substantive modifications of the parameters of the mission in this respect the system cannot take a decision in autonomous manner related to the parameters and objectives of the missions neither the geographical or temporal framework of the mission in order to ensure conformity with IHL the capacity to deactivate the system when and if it is necessary should also be foreseen . In this context we also would like to once again draw attention to the nonpaper of Germany and France that Luxembourg co-sponsored related to the setting of the necessary regulations based on a two - tiered approach . Thank you .",Western European and other States,Yes
CANADA,11:51:34,2024-03-06,0:04:06,"I would like now to pass the floor to the Distinguished Representative of Canada . Sir , you have the floor . Thank you , Chair . My Delegation would like to make a few comments related to the compatibility of autonomous weapons systems with IHL . First , we believe that it is important to stress the distinction between weapons and prohibited attacks . Now , if I refer to your first question , points 8 and 9 , in the framework of IHL it is prohibited to use a weapon that will be first then lead to superfluous harm and be of discriminant effects and also may lead to widespread damage . And these two restrictions are reflected in AP1 to the Geneva Conventions . Also under the first questions , in addition to the two prohibitions that I referred to , a weapon system can be prohibited in line with IHL in light of specific customary law or the provisions of a specific convention . Now , if a law system does not respect these prohibitions where it is used , the system will be intrinsically incompatible with IHL . Nevertheless , it will be difficult to attribute the general qualification to the autonomous weapon system where the application of IHL depends on the operational context to which the system was in which the system was designed to operate and this leads me to the second question , the relevant rules related to warfare that are prohibited are crucial in our analysis . Chairman , any weapon system can be used to carry out an attack that will be in violation of the rules of IHL related to distinction , precaution or proportionality . The operational context in which the weapon system is used is very important in order to determine the legality of its use . Even a system does not have its own capacities to distinguish objects from persons on the basis of relevant criteria of IHL can nevertheless be legally used in an attack with the condition that the operator has already determined that within the geographical area where the weapon will be used , there are only legitimate targets . Autonomous weapon systems can depend strongly on parameters that was programmed with sensors . These weapon systems can limit , anticipate and control , but it is necessary for these parameters to be very strict and rigorous . For example , what was mentioned by the Distinguished Representative of Brazil's automated system that can combat incoming missiles or drones are capable to function according to rules of engagement that have been defined with an acceptable level of reliability in line with IHL . As a result , my Delegation believes that we have to be careful in suggesting that autonomous weapon system will be fully incompatible with IHL on the basis of only of its characteristics . If the use of a weapon system in attack leads to the violation of rules of IHL related to methods of warfare , then the use of such a weapon system will be incompatible with IHL , but it does not mean that the weapon itself violates IHL . Thank you .",Western European and other States,Yes
UNITED STATES,11:55:53,2024-03-06,0:09:52,"Thank you , Chair . And thanks also to our colleagues this morning for continuing the very substantive discussion from yesterday on the application of IHL . Similar to our approach to the previous question , we plan to provide some overarching reactions to this question now at the outset of the discussion and then in later interventions we will provide more detailed comments on the bulleted responses and try to react to other Delegations' comments as well to continue what we view as a very good interactive discussion . As we noted yesterday and as affirmed by a number of other Delegations this morning , we understand the Chair's first IHL question and topic 2 to be addressing the first tier of the two - tier approach and the second question to be addressing the second tier . Although many Delegations support the two - tier approach as a way to frame our thinking about the application of IHL , it seems to us that colleagues may still have different understandings of what these tiers are . For the US Delegation , we understand the two - tier approach to reflect a basic distinction found in existing IHL between weapons that are by their nature prohibited from use in any circumstances on the one hand and on the other hand , the rules governing the use of other weapon systems that are not per se unlawful by their nature . One way that our draft Articles try to operationalize this concept is to think about Tier 1 in the design and development phase so that states are not developing weapons that are per se unlawful . Then with respect to Tier 2 , we think about how weapons are used to conduct attacks . For the US Delegation , there are prohibitions and regulations in both tiers . For example , as we conceive of Tier 1 , we can have prohibitions against deliberately designing weapons that are inherently indiscriminate or otherwise in contravention of IHL requirements . But we can also have regulatory measures such as legal reviews or potential weapons during development that help ensure that weapons are not per se unlawful . Similarly , as we think about Tier 2 , we have both regulations and prohibitions on the use of weapon systems . For example , it is prohibited to use any weapon to target civilians for attacks . That is a legal prohibition . We also have regulatory measures or restrictions such as taking feasible precautions in the planning and conducting of attacks to reduce the risk of harm to civilians . So we consider the control of the weapon or how the operator uses the weapon as what takes place during Tier 2 . How you control the weapon is related to how you use it rather than about the weapon's intrinsic characteristics . We think it is important to explain this point because we want to make sure that we are developing common understandings . It is also important for us to note as we did during our discussion of definition characteristics and as I think the Delegation from Canada just noted that we remain concerned with labeling the two tiers as related to fully autonomous on the one hand and partially autonomous as the other as we believe there are already examples of fully autonomous weapon systems that are clearly not per se unlawful . So turning back to this question , we interpret the Chair's second question as relating to IHL rules on the use of laws . It was surprising to us that under the overarching topic of the application of IHL that none of the proposed responses to the second question refer to IHL rules on the use of weapon systems . With the exception of the last bullet in this section which does reflect a rule of IHL , not a primary rule of IHL but a rule of IHL on the use of weapons , all of the bullets that we have before us describe possible measures that may enable compliance with IHL . So for our Delegation , these bullets do not fully address the legality of the use of laws because none of the bullets reflect existing rules that govern the use of weapons . In order to identify whether the bullets in the section are relevant , our Delegation suggests that we first articulate the existing rules of IHL and then specify how possible measures reflected in these bullets relate to those existing rules . I want to be clear , we are not seeking to simply engage in an exercise of identifying existing law and then end the conversation . Rather , we are looking for a starting point that provides a common foundation for our discussions . From there we can determine how existing law applies and as suggested by the ICRC yesterday , explore what measures may be useful to apply those existing law to apply existing law to the specific laws context . We think it is critical that we are methodical and legally rigorous about drawing conclusions about the legality of using weapons under IHL by being specific about what existing IHL requires , how it relates to emerging technologies in the area of laws and how possible implementation measures may enable compliance with those IHL requirements . In line with our comments on the first question , we think we should use existing agreed language as a starting point and build from there . We have previously agreed conclusions about the legal rules governing the use of laws in attacks from the 2019 GGE report . For example , Paragraph 17 F stated compliance with the IHL requirements and principles including inter alia distinction , proportionality and precautions in attack in the potential use of weapons systems based on emerging technologies in the area of lethal autonomous weapons systems requires inter alia that human beings make certain judgments in good faith based on their assessment of the information available to them at the time . There are also several paragraphs of agreed language in the 2019 report and other reports that we could build on . Once we have identified these existing legal requirements on the use of laws , we can then identify concepts and / or measures that enable compliance with those IHL requirements and assess how those concepts are tied to specific rules . We have previously agreed language on this as well that we can further build on in our discussions this year . Although we will provide a more specific intervention that gives feedback on each bullet , I just wanted to provide one example to illustrate or one or two examples to illustrate how we recommend proceeding . Take bullet 5 regarding imposing limits regarding space and time of the operation of the weapon system . We do not think this is a rule of IHL . However , that does not make the bullet irrelevant or unimportant . We have similar language in the draft Article's proposal that we and several other Delegations developed that reads adjusting the location where or times when the system is operating to reduce the likelihood of civilians being present . That is just an example of such a measure that could be included in these bullets . However , in our draft Article's proposal , we do not posit this is a rule of IHL but as a potential feasible precaution . Taking feasible precautions in planning and conducting attacks to reduce the risk of harms to civilian is a rule of customary international humanitarian law . Adjusting the timing or location of a system's operation could depending on the circumstances be a feasible precaution that is legally required . I think our colleague from Switzerland in his intervention earlier did a very good job of explaining this concept , the importance of context . Similarly , we were able to achieve consensus just last year on a similar formulation in Paragraph 22 of the GGE's 2023 report to the meeting of high contracting parties . There we recognized that states should take a series of steps when necessary to ensure compliance with their IHL obligations including placing certain limitations on duration and certain limitations on geographical scope . We supported these measures as very useful and as noted by Japan this morning , this is the type of language , language we have already agreed on that should that we should further discuss in order to deepen our understanding of these measures . What is critical to us here is that we have linked the measures to a specific rule of IHL . We have also provided guidance about why we are adjusting the location on the timing of systems operation to reduce the likelihood of civilians being present . For our Delegation applying a methodical and legally rigorous approach is important for providing clear guidance to states on why states need to take certain measures . Thank you , Mr. Chair .",Western European and other States,Yes
INDIA,12:06:07,2024-03-06,0:01:08,"Thank you again for the guiding question and the points that you put out on the screen . These are extremely useful . As we see it , the points that you have brought out can be viewed from several perspectives . One perspective is according to whether these are existing law or derivatives of existing law or whether these fall in the category of new law . The second is in the perspective of the two - tiered approach and the regulations that may constitute what could be a possible second tier . We have carefully heard the views that have been expressed by Delegations . As I have said before , our Delegation's approach will be guided by the nature of obligations and commitments . My Delegation has an additional consideration . It is a preference for measures that are framed in a manner that correspond to current military reality . In other words , the consideration should be framed in a manner that is capable of actually influencing the use of laws in a battlefield . Thank you , Mr. President .",Asia-Pacific States,Yes
IRELAND,12:07:29,2024-03-06,0:03:39,"Thank you , Chair . With regards to the topic of human control , we would wish to highlight a number of fundamental points that we believe should form the basis of our discussions . We believe these points are longstanding and agreed aspects by the GGE . Further and perhaps more importantly , we must remind ourselves that these discussions on human control are not merely abstract or theoretical . They are , in fact , tangible and corporeal and they can and do have real world human implications . Chair , for Ireland , the necessity of retaining human control over the weapon systems is critical . This cannot be understated . There can be no accountability gap in the design and development of autonomous weapon systems . Further , we firmly believe that the decisions to deploy and use autonomous weapon systems must be retained within a responsible chain of human control and command . This includes exploring constraints on the targets and the tasks of autonomous weapon systems , imposing temporal and spatial limits on the operation of autonomous weapon systems , maintaining the ability of human supervision or integrating fail - safe mechanisms . Chair , human responsibility and accountability cannot under any circumstances be transferred to machines and must be maintained throughout the entire life cycle of all autonomous weapon systems . Only states and individuals are responsible and accountable for applying the law and they are the ones that must be held accountable for any violation . Additionally , Chair , on the human control involvement supervision point , which I think is bullet point number 3 , we would wish to emphasize the value of human judgment within the conduct of hostilities which calls for context specific evaluations to be made . The reasons why context and circumstances can change within the conduct of hostilities are multiple and varied . These contexts all require human judgment . A machine simply cannot make these value judgments or at least not at the level of comprehension that a human can . For example , detecting or interpreting unintended behavior cannot be identified by a machine . This is what is meant by meaningful human control , a type of control that is involved in every level of decision making necessary . In our view , Chair , it is indeed quite limiting to say that compliance with IHL depends on the specific autonomous weapon system being designed or developed . As highlighted in our intervention yesterday , it is from the design stage of an autonomous weapon systems that it is clear that a system cannot comply with IHL . This includes any systems that incorporates self - learning or machine learning or in situ learning and other types of AI . Unless an autonomous weapon system actions can be fully predicted or understood , by definition , it cannot comply with IHL . In this context , having a legal or weapons review after an autonomous weapon system has already been developed leaves a glaring gap in our understanding . The fundamental point here is that these systems have not addressed these issues of explainability , predictability and understandability regardless of how we choose to interpret them . The continuously self - evolving nature of these systems raises significant legal and ethical challenges and we have not been able to address these gaps . Chair , we believe we should not be rehashing old definitional debates but instead focus our attention towards finding the common ground , building on a two - tier approach . It should be a given that if you cannot fully explain , predict and understand how an autonomous weapon system functions , this system cannot comply with IHL and should therefore never be designed , developed or used . I thank you , Chair .",Western European and other States,Yes
AUSTRIA,12:11:22,2024-03-06,0:04:55,"I have five points that I also wanted to make in light of the discussions but also to add a little bit to what I have presented before . The first point is maybe what has been already indicated by the United States on this whole section that we are having here in front of us that the chapeau as it is right now maybe could create some confusion or problems while in an abstract way we , of course , agree that many of these or most of these elements are related to the legality of laws . In a further phase we need to be more specific in what way . Otherwise we are creating confusion and problems and it is very important that we get this right in any future document and not to simplify it . So while we are seeing that the way of discussing is very useful and fruitful , a simplified chapeau also leads to certain problems and misunderstandings . The second point what has also been raised by the United States is the issue of the tiers . Here I would also plea for having this discussion maybe in the next phase . It is an important discussion . But at the moment I think it would be rather a hindrance . In the end we should have elements on the table that we then sort into two tiers . There is also apparently this important discussion about is the tier are the two tiers the tiers of prohibitions or regulations or are the two tiers those of two different types of ways to deal with IHL . It is an important discussion to have but probably in the next phase . Third point , what we have not introduced yet but which is an important part of our working paper and which is missing on this list is the functional understanding of the system . We see this as a different element than what has been introduced as context or informed decision . In our view functional understanding and here I quote the working paper means that those authorizing any use of weapon systems that integrates autonomy in its critical functions of selecting and applying force to a target must have an adequate understanding of the system under consideration . They must understand what circumstances or conditions will trigger the system to apply force including conditions that would trigger an unintended engagement . Moreover it must be possible to trace back the outcome of the use of force to human agency . So as explained before this is a different element than the other ones that we are seeing on the screen . It is still also important and as I have said we also think that context and making informed decisions but also here we have a slightly different phrase but it is the same idea are important . So it is in the end three elements . Fourth point I also wanted to support the point as Brazil did , the point that was made by Pakistan , that the concepts that we have strongly discussed last year of predictability , explainability , traceability are kind of a bridge , a bridge that links IHL to this novel technologies to this new type of weapons or also new methods of warfare . And they it is no accident that those kind of concepts are not completely new to the world of AI . They are part of the UNESCO ethical principles which have been agreed by all states in the UN system . So basically practically everyone in this room . And they are also used in several policy documents not only in the civilian field but also in the military domain . So those are not completely novel concepts . We understand the argument that they are not part of IHL but as I have said Pakistan has made a very good point . They serve as a bridge between those new technologies and the existing IHL . And maybe a last point that more relates to our discussion to the previous question , we had some discussion on bullet 5 in the other question . Here also we want to refer to our working paper which in para 15 and the second bullet offers more of a procedural approach to this that on the one hand links the ethical elements to the ways those weapons are used but also has a link to IHL through formulations that people might identify as the Martin's clause and this while we know that it is widely disputed we want to have this discussion also as part of our way forward . I thank you .",Western European and other States,Yes
BULGARIA,12:16:39,2024-03-06,0:02:26,"Thank you , Mr. Chairman . In our view the lawfulness of autonomous weapons systems could be considered in relation to the operational context they operate in and the nature type of their targets . Nowadays the majority of the armed conflicts are fought in urban areas in the consistent presence of civilians and civilian objects . Deployment and use of autonomous weapons in such context complex urban environment poses additional challenges and increases significantly the potential of breaches of IHL norms and its principles more specifically distinction proportionality and precaution in attack . Such a situation would demand the introduction of further regulations including by implementing certain policies and risk mitigation measures . On this we will share our thoughts in the next phase of our phase on the guiding questions . We consider human control to be central to IHL compliance and ethical acceptability of autonomous weapons systems . The extent and type of human control depends on the complexity of the operational environment on the intricate characteristics of the weapon systems themselves and their capabilities and capacities and also on the intended use and assignment tasks to be performed . To ensure employment of such weapons systems fully complies with IHL and its key principles human control must be preserved and retained at the various phases of research development , validation deployment and use of autonomous weapons systems . But for us primarily in the targeting cycle as ICRC pointed out yesterday IHL does not technically demand existing human control in all stages but requires control of the effects use of force of weapon systems . Also more specific on bullet 5 we appreciate the inclusion of limitations as it in a way reflects the 22 of the last year report which in our view certainly requires further elaboration .",Eastern European States,Yes
REPUBLIC OF KOREA,12:19:18,2024-03-06,0:03:47,"Thank you , Mr. Chair . My Delegation finds the current ongoing discussions very helpful . It is indeed very serious interaction of centering around concrete agenda topics and this over the last days we find that this is very helpful in understanding the overall sketch of where Delegations are and where we are going with the items . On specific bullet points we really have nothing to add to the very eloquent comment made by the Distinguished Delegate of Australia including all the commas and periods we would like to copy paste . We will not repeat it . But I do have a confession to make . The current the breadth and the number of the subtopics we are dealing with currently and the length of each Delegation's remarks are beyond my human Delegation's cognitive ability to fathom . So we would actually support what the United States and Sweden and I think Austria also said to structure our work in a bit more I guess dissected ways . The current questions laid out we also take it as questions for Tier 1 and Tier 2 . It does have its meaning but there are too many factors included in each subtopic . So we would actually propose to actually divide and understand and seek agreement , taking a phased approach . For instance , since we are talking about IHL as the United States Delegate suggested we would like to discuss in more detail how the three principles of distinction , proportionality and precaution would apply when we talk about prohibitions and regulations . For instance , in light of the particularities of laws as ICRC put it , for instance , when we talk about the prohibition of laws and we would suggest to specify how the concept of distinction would apply . In essence , as others in the joint proposals states , we saw that laws designed to target and attack civilians would be already prohibited by the IHL . So we would like to actually spell out those specific requirements elements that would make either laws either prohibited or something to be regulated . My Delegation also is ready to discuss elements that would go beyond the IHL elements but we would actually propose to start by focusing on the IHL first so that we can move on within our cognitive abilities . And also we would like to add that rather than repeating our vested national positions or interests , we build our discussion around previously agreed or nearly agreed previous elements and that would also help to actually move together on the subtopics . And if you look at the annex of the joint proposal , those elements under subheadings are also organized . I hope that would be helpful to other Delegations as well . Thank you .",Asia-Pacific States,Yes
UNITED KINGDOM,12:23:24,2024-03-06,0:08:04,"Thank you , Mr. Chair . Mr. Chair , in brief , the answer to the question does compliance with IHL depend on the use of laws in a specific context , the answer is yes . As we have said before , international humanitarian law is principle based and it looks at how a weapon is used and its effect and it applies to all weapon systems autonomous or not . Turning to the specific bullets , if we were to take the chapeau literally , then the answer is that the legality of laws depends on the circumstances of their use and their ability to comply with IHL . Similar to our intervention yesterday on the compatibility with IHL question , there is a risk that we potentially confuse inherent incompatibility with IHL and incompatibility that might have an element of use . The chapeau could usefully be used to provide a clear statement of the importance of the accountability of the state actor in servicing the requirements of IHL in the context of the particular action . The question is not about the intrinsic lawfulness of the weapon , it is about the lawfulness of the manner of use of the weapon , taking into account the nature of the relevant capability and the legal considerations applied by the commander in the prosecution of their objective . The first three bullets are actually a setting of those contextual factors rather than a matter that regulates the lawfulness of the use of the AWS . As with any weapon operators would need to take into account the nature , manner of functioning of the weapon , the use or objective of use of that is being put to and the environment in which they are operating . Equally the third bullet which speaks to the nature of human machine interaction is a critical issue in relation to how the autonomous weapon system will be used in a lawful manner , rather a factor of lawfulness in itself . All of this speaks to context , so the first three of the bullets here need to be reframed in that regard . In relation to the third and fourth bullets where we see reference to life cycle in two of the options , the UK position is that context appropriate human involvement engages human involvement in a manner and at a point that is necessary to ensure the use of the autonomous weapon system complies with IHL . The life cycle is important to ensure that the commander can affect the necessary controls and constraints whether they be to the environment of use or the operation of the system itself . This is not just technological in nature . It cuts across technology development and testing , training and operationalization of systems , development of operating procedures , training of personnel involved in the use of laws , decisions made regarding where and when to use your laws and mechanisms for reporting and feeding back concerns regarding the use of those systems . Therefore , the UK would suggest bullet 3 and 4 could read context appropriate human involvement across the life cycle of the AWS is necessary to ensure that the use of AWS is in compliance with IHL . Bullet 5 is the critical bullet in relation to the types of considerations and constraints that might depending on context support the subjective , the objective of compliance with IHL . The UK would suggest further clarity is needed in focus of this further clarity is needed in focus of this bullet such as who or what are we referring to when we refer to the operator . Is this the state using the autonomous system or the person who is operating the system sitting at the controls ? Or everyone across the chain of command involving decisions to deploy and use the laws . We note and agree with the ICRC's comments in this regard to clarify and broaden the application of the term operators . In relation to limitations on space and time of targets , duration of operation , geographic scope and scale of use , geographic and temporal constraints are indeed sensible . Limitation on target types are obvious but the risk of misidentification of entity or target type in terms of complex targets would need to be taken into account . The UK would expect the human operator to be able to limit and vary the behavior of the laws depending on the context of use . This might include geographic and temporal constraints , permissible behaviors and levels of autonomy . The bullet on predict , trace and explain the behavior of the laws is one upon which we had a fairly long debate in the final session last year . If we are still addressing the question of lawfulness of use , we need to address how each of these criteria relate to that lawfulness concept which is perhaps a matter for further discussion and extrapolation . The ability to predict effect is , of course , a matter that is inherent in the decision in relation to the manner of attacking the principles within the principles of IHL . It would underpin questions around distinction , proportionality and arguably humanity . Prediction of exact behavior is less clear in terms of the relation to IHL . How accurately does the operator need to be able to predict the behavior of the system ? By its nature , exact behavior may be unpredictable or only predictable within bounds . An unpredictability of maneuver in response to offensive maneuvers of an opponent or in order to change route might be a desirable characteristic in certain capabilities . In relation to explaining the behavior of laws , the concept of explainability and the concept of artificial intelligence is a complex subject and we need to be clear about what we mean here . We would need to clearly understand what we mean by explainability and how it relates to the predictability of effect before tying the concept to lawfulness of use of a capability . Traceability is also related to the secondary obligations attached sorry . Traceability is also related to the secondary obligations attached to the accountability of states and persons for the conduct of hostilities . This concept would be better articulated in that context . In relation to point 7 and the requirement to make informed decisions about the deployment and use of weapons and have sufficient information to ensure that well , to ensure that , while we do not disagree with the requirement that the deployment and use of autonomous weapons systems must be supported by sufficient information to ensure that the use of force is in accordance with IHL , it is not clear whether this bullet is again not clear whether it is aimed directly at the operator or others within the chain of command . So we would suggest those in the chain of command responsible for decisions regarding the deployment and use of laws are appropriately trained and have sufficient information regarding the capabilities and limitations of the laws in the environment and context within which it is used to ensure that it can be used in accordance with IHL . With regards to deactivation , we would note that while deactivation may be a credible constraint in some situations , it may not be a suitable feature for some system types or applications . It is part of the variety of features that might be suitable depending on context , including the mode of operation of the system itself , whether it is fully or semi-autonomous and where it is operating . The UK believes that this text has been useful in relation to the discussion around the sorts of constraints that might apply in relation to the regulation of systems to ensure the compliance of IHL . We would reiterate comments made at the start of this intervention that we need to be very clear that the context of use is a critical factor in relation to the lawfulness of the manner of use which speaks essentially to the second tier of the two - tier structure . It is important that we do not conflate lawfulness of use with intrinsic lawfulness of the weapon , particularly if this engages IHL requirements at different phases of the life cycle of the weapon . The UK would again point to the joint proposal draft articles for a useful structure in relation to the tiers and regulatory measures . Thank you .",Western European and other States,Yes
