Speaker,Time,Date,Duration,Statement,Region,High Contracting Party
VENEZUELA (BOLIVARIAN REPUBLIC OF),15:12:35,2024-03-04,0:03:37,"Thank you , Mr. President . The Bolivarian Republic of Venezuela would like to welcome you , greet you and thank you for the preparation of the session of the GGE on laws . Our delegation would like to take this opportunity to highlight yet again the close relationship between the Convention and international humanitarian law . It is clear that this link is particularly relevant in the context of laws where the potential for indiscriminate harm and unnecessary suffering is strikingly high . And so the painful situation of international security and the presence gives critical importance to this meeting in light of the goals of the Convention and particularly given the current mandate of the group which focuses on the appeals made to redraft an international regulatory instrument for laws . We agree that this process must begin quickly and should fully include the proposals presented by the high contracting parties and consider the recommendations and conclusions of the group beforehand which have already concluded ten years of in - depth work . With that in mind our delegation would like to take this opportunity to share with the high contracting parties five aspects of fundamental importance to be considered during the implementation of the mandates . First we reiterate the need to guarantee human control of the laws as a cornerstone of any regulatory framework . This principle must be clearly defined in order to avoid interpretations that might jeopardize ethics and security . Secondly we call for the inclusion of a complete ban on the development , production and use of lethal autonomous of laws that operate without human control highlighting the importance of preventing the risk associated with autonomy in the decision taking of lethal actions . This calls for the creation of a legally binding instrument that would ensure agreement with international law . Third , it is essential to develop specific regulation that addresses emerging technologies on laws including the programming and the use of artificial intelligence . Fourth , the work of the group must consider the creation of effective verification and compliance mechanisms to guarantee the compliance with the rules established in the new instrument by facilitating effective and transparent implementation at the national and international level . And fifth , to conclude , international cooperation and exchange of know - how and best practices among the high contracting parties are essential in the development and the implementation of any new instrument . This collaborative approach must promote mutual understanding and an ability to address the challenges raised by laws . Hence it is essential that any regulatory instrument excludes the possibility for states to raise obstacles to international cooperation for the peaceful use of artificial intelligence technologies . Additionally and lastly , my Delegation would like to draw attention to the presentation on the organization of the work of the GGE on laws carried out by a significant number of Delegations including our own and which was included in the document presented by the Chair , 2024CRP1 . Mr. President , we would like to reiterate our commitment to actively participate in the implementation of the group's mandate in order to garner a consensus that would reflect our shared concerns and that would promote a safe and ethical future in the use of emerging technologies in the realm of laws . Thank you .",Latin American and Caribbean States,Yes
UNITED KINGDOM,15:16:23,2024-03-04,0:02:46,"Thank you , Mr. Chair . At the outset , let me congratulate you on assuming the position as Chair of this group and please be assured that the UK will support your efforts in a constructive and proactive manner . This is the first GGE meeting under our new mandate . The UK welcomes this new mandate as it provides the group with the clear opportunity to make meaningful progress with a view to delivering the results that the international community is expecting of this group . It sets us a definite goal to achieve and allows us good time in which to do so . It behooves this group to take that opportunity . Mr. Chair , this group has built a large body of work to support progress . We have a significant number of proposals to build from and a clear idea of the positions across them . The areas where we can solidify consensus and the areas of divergence . Nevertheless , they contain much detail that demonstrates that the areas of convergence vastly outweigh the areas of divergence . It is those elements that we should focus on to achieve a positive outcome . Areas of commonality are the application of IHL to all weapons , the centrality of human involvement and the importance of legal reviews . Areas of divergence include the need for a legally binding instrument and the manner of human involvement where differences still exist over terminology as well as the requirement for realtime supervision . The UK notes that despite divergence on the nature of the instrument that best services the call in our mandate , we can make significant and necessary progress through the exposition and articulation of the rules and practical considerations of use which apply to autonomous weapon systems . In that vein , the UK has cosponsored a proposal with our colleagues from the USA , Canada , Japan , Australia , Poland and the Republic of Korea which sets out a series of regulatory measures on the basis of international humanitarian law . It advocates a series of draft articles which would constitute an impactful measure by setting forth common international understandings of prohibitions and other regulatory regulations for the effective implementation of IHL principles and requirements in relation to laws . Mr. Chair , the UK Delegation looks forward to a fruitful meeting that makes good progress . Therefore , we commend you , Mr. Chair , for the guiding questions that you posed to us . I would encourage the conversation to be framed around textual prompts on screen which would better elicit meaningful engagement that will enable articulation of the various points of view . I thank you . Thank you for your intervention .",Western European and other States,Yes
TÜRKİYE,15:19:21,2024-03-04,0:02:59,"Thank you , Mr. Chair . We congratulate you for assuming this crucial role . As others also underline , CCW is the right forum to address emerging technologies on laws . We should refrain from stigmatizing technologies associated with laws in a way that could hamper civilian R&D and use of these technologies for civilian purposes . Also , we should bear in mind that AI decision support systems could enhance decision making in conflicts for humans by minimizing risks for civilians . In the absence of an agreed definition , developing a legally binding instrument would not serve our intended purpose here . We welcome the new mandate of GGE laws as a positive development for future . Having said that , the nature of a possible instrument to be developed in the GGE should not be prejudged . Based on 11 guiding principles adopted in 2019 , we should follow a step - by - step approach . We should prioritize developing a code of conduct or CBM mechanism to create a conducive environment to move forward . Mr. Chair , the international humanitarian law also applies to laws as is the case for all weapons . Development , production and use of laws that do not make a distinction by their nature are already prohibited by the 1949 Geneva Convention . Systems that perform in all steps of the targeting cycle outside of any form of human control or supervision are not technically feasible , militarily desirable or legally permissible in terms of IHL . The question of who must be held responsible , the programmer , producer or the commander for unintended damage caused by laws should also be regulated by national laws in light of international law . Given that wrongful acts are states' responsibilities under international law , unlawful use of technologies in laws is also the state's responsibility . A political guideline that will encourage state parties to make voluntary information exchanges and share best practices as a CBM on implementing existing applicable international law in the context of emerging technologies on laws would be helpful in applying international law . It would be useful to establish standards for responsible behavior and implement measures to increase transparency and communication as well as reduce risks of unintentional conflict and escalation . Mr. Chair , Turkey participates actively in trustworthy and responsible AI initiatives at the international level . We are a member of the Global Partnership on Artificial Intelligence . We joined the Re-AIM call to action and the Bletchley Declaration . We are also among the 51 countries that endorsed the Political Declaration on Irresponsible Military Use of AI and Autonomy which provides an excellent basis for states to come together and positively commit to a range of tangible measures to mitigate risks in this critical area . I would like to conclude by assuring you of my country's readiness to engage constructively in our upcoming deliberations . Thank you .",Western European and other States,Yes
PAKISTAN,15:22:35,2024-03-04,0:02:01,"I would like to give the floor to the Distinguished Representative of Pakistan . Thank you , Mr. Chairperson . We have been deliberating upon various facets of lethal autonomous weapon system for over ten years . In the past decades our understanding of technical , legal , humanitarian , ethical and security dimensions of these weapon systems has increased resulting in varying degrees of convergence , for instance , in the shape of guiding principles adopted in 2019 and the overwhelming support for the two - tier approach . However , our discussions have yet to yield a set of agreed rules and legal norms while the development of laws on the grounds continue apace . We believe that our efforts in the CCW should continue with an aim to develop international rules through a new protocol . Such a protocol would need to clearly spell out prohibitions and regulations governing autonomous weapons systems to ensure compliance with the IHL and consistency with the objectives and purpose of the CCW . In this context we would like to draw your attention to proposals submitted by Pakistan last year in March in the CCW on an international legal instrument on laws . Mr. Chairperson , our new mandate when compared with previous year is more outcome driven and result oriented . It is therefore essential that our work in the GGE reflects this progression . Our success in the GGE will also help demonstrate the efficacy and relevance of the CCW as the venue for this topic . The task before us is profound responsibility and an urgent necessity . The decision we make or fail to make will shape the legacy we leave for generations to come . Let us proceed with the weight of this responsibility and resolve to act swiftly . We trust that all Delegations will do their part in enabling the GGE to develop a meaningful normative framework that responds to all challenges and concerns associated with laws . Thank you .",Asia-Pacific States,Yes
AUSTRIA,15:24:48,2024-03-04,0:03:02,"Thank you . Mr. Chair , at the outset , let me congratulate you for taking up this mandate and the important work you have already undertaken . You can count on our full cooperation and support . The work of the CCW on autonomous weapons systems has started ten years ago with the first informal meeting in 2014 . Since then the world has not stood still . Technological progress in the field of AI has been breathtaking and the methods of warfare have changed considerably . Many of us had hoped to make use of one of the rare opportunities in history to regulate the weapon systems before it appears . We have almost failed to achieve this goal . These weapon systems do already exist or in other cases require only a small step to be used in an autonomous mode . In the face of such developments it is getting increasingly harder to set the fundamental ground rules that we urgently require . Mr. Chair , we have gathered under a new mandate for the TGE on laws . It allows us to discuss concrete elements for a future instrument . But aside from a few built in impediments , it has one considerable flaw . The new mandate does not take into account the urgency under which we operate . We cannot afford three years of talking . Delegations should commit to achieve results as soon as possible . To allow this mandate to be successful we need the good faith of all Delegations . The working papers circulated so far and other indications show that there is a lot of constructive engagement and willingness . We need to work on specific text and concrete concepts , many of which have been already part of our previous work . Austria will also introduce a working paper in this regard very soon . Austria supports the so - called two - tier approach that consists of prohibitions and regulations and in which meaningful control , meaningful human control is the key concept . But in this context we have to underline that the regulations part is equally important as the prohibitions and both require hard law . We also need to recall the importance of ethical considerations . They remain crucial in all questions related to the use of force against human through artificial intelligence . Furthermore , human rights law is of obvious relevance to the issue of autonomy and weapon systems and the various expected usages in different scenarios . Mr. Chair , the CCW is a framework that is designed to be expanded and enhanced by new legal protocols in phase of new technological or methodological developments in warfare . No one can doubt that this is currently the case . This task is to be fulfilled through legally binding prohibitions and regulations and this is what we need to focus on . Finally , let me also refer to Resolution 78/241 on lethal autonomous weapon systems adopted by the General Assembly on 22 nd December , 2023 . We are convinced that the report by the Secretary General mandated by this resolution will enrich and further our work by providing a more comprehensive perspective . We also want to invite Delegations to attend the Vienna Conference on Humanity at the Crossroads taking place in Vienna from 29th to 30th April , 2024 . A dedicated briefing on Wednesday during lunchtime will provide detailed information on that event . I thank you .",Western European and other States,Yes
ITALY,15:28:08,2024-03-04,0:03:19,"I would like to give the floor to my Italian colleague . Thank you , Chair . At the outset , let me express my appreciation for the preparatory work you have conducted that allows us today to start this debate in a concrete manner on one of the most topical and sensitive issues in disarmament . You can count on our Delegations' full support to achieve meaningful results . Let me also thank the Chair of the previous Chair of the GGE , Ambassador D' Amico , for having steered this group through such complex issues leading us to a point from which it will be easier for us to move forward towards a satisfactory consensual outcome . Chair , technology is advancing much faster than multilateral negotiations . As G7 Presidency , Italy has set as one of its priorities the issue of emerging disruptive technologies . As the definition implies , these technologies pose multifaceted threats that demand attention and careful consideration . This is why it is extremely urgent to keep pace with these technological advances by developing the right normative framework , one that is broad enough to also cover developments in these technologies that at this moment we can only partially foresee . We have been debating the issue of laws for seven years now and we can confidently state that the issue is much clearer now as are the risks . We have also seen areas of convergence progressively expand as was clear during the previous mandate of this GGE and in the report adopted in May 2023 . For instance , thanks also to the very precious contributions from organizations such as the ICRC and civil society . It seems to us that there is a growing understanding on the two - tier approach based on the prohibition of those systems that cannot comply with IHL and regulate those with autonomous features . Italy has always been committed to making concrete progress on these issues . We have co-signed a working paper for consideration of this group together with five other countries providing concrete elements for a future instrument . This is indeed the goal that we have set ourselves . An instrument within the CCW that reaffirms the applicability of IHL builds on the work conducted so far including the 2019 / 11 guiding principles , characterizes and defines the systems , prohibits some of them and regulates others , foresees mitigation measures and technical safeguards and creates mechanisms for consultation and cooperation . Our goal now should be to work as concretely as possible on those elements with a view to agreeing on them by the end of 2025 . I thank you , Chair .",Western European and other States,Yes
BULGARIA,15:31:38,2024-03-04,0:02:52,"Thank you , Mr. Chairman . At the outset allow me to congratulate you on the assumption of the chairmanship of the GG on laws and to express our high appreciation of your dedicated leadership . Be assured of Bulgaria's full support for your and your team efforts . Mr. Chairman , our Delegation deeply values your proactive and dynamic approach towards preparing and organizing this session of the GGE as the expectation of our common work and the sense of urgency are growing higher . We take note of the fact established by the mandate that the group should submit a report to the 7th review conference in 2026 . Yet as already mentioned by several Delegates the group does not begin its work from scratch . We profit from several years of fruitful and concentrated deliberations , previously adopted GG reports and dozens of working papers . Therefore , also having in mind the emerging urgency , our Delegation believes that the group should undertake every endeavor to streamline its work and preferably to fulfill its mandate ahead of the set time frame of three years . We support your call to the group to focus on the mandate and to start working on a concrete language and on identifying and formulating elements of an instrument . As the necessity of having structured deliberations exists we find the guiding questions circulated to be definitely beneficial . Here we would like to express our gratitude to the high contracting parties and the groups of states who have submitted answers to the guiding questions and to the ISU for complying the replies . We are still in the process of examining the submissions as well as Brazil's working paper and we will be anticipating constructive deliberations throughout the week . Mr. Chairman , Bulgaria joined Denmark , France , Germany , Italy , Luxembourg and Norway in submitting a working paper centered around the two - tier approach as it establishes a solid structure within the GG on cross-regional level which directs the groups , the group in a favorable and universally functional way . The convergence on the two - tier approach based on prohibitions and regulations could be considered as one of the achievements of the work of the group . We believe that the two - tier approach with its inclusivity and ability to combine numerous viewpoints could serve as a legitimate and conducive framework for the implementation of the current mandate of the GG . Thank you , Mr. Chairman .",Eastern European States,Yes
CHINA,15:35:10,2024-03-04,0:03:15,"Thank you , Mr. Chair . I congratulate you on your assumption as the Chair of the GGE on laws . Laws is a topic at the forefront of the global AI governance . In October 2023 , China proposed the global AI governance initiative which stresses that the development of the AI must respect applicable international law . All countries , especially the major powers when researching , developing and applying the AI technology in the military field must adopt a prudent and responsible attitude and make sure that AI is always under human control . Laws is the product of technological development and new revolution of military affairs . In addition to humanitarian concerns , all parties should also focus on the prevention of new arms race , strike balance among humanitarian concerns , military necessities and the impact on strategic balance and stability and oppose using laws as a tool to wage wars and seek hegemony . Mr. Chair , I would like to take this opportunity to brief China's position on several issues to be discussed in this session . First of all , China always advocates that all parties should reach a common understanding on the characterization and definitions of laws and on this basis negotiate and conclude a legally binding instrument . In absence of a clear characterization and definitions , we may exercise a tiered management on the laws as per their technical characteristics and relevant risks . China has proposed the five technical characteristics of unacceptable laws and is ready to engage in further discussions . Secondly , China is of the view that as a means and method of combat , laws must respect the Geneva Convention and its additional protocols as well as other basic principles and provisions of the IHL . Yet it is shown in the previous discussions that great uncertainty remains as to whether the current IHL is adequate to respond to the challenges . Relevant issues remain to be further studied . Thirdly , currently most countries , including China , have established strict review and assessment mechanisms for novel weapons and have adopted necessary risk mitigation measures and confidence building measures . Yet these measures are generally nonbinding in nature and can hardly address the concerns on laws in the fundamental way . China supports the discussion for protocol similar to the protocol on blinding laser weapons in order to ban the use of fully autonomous weapons . Given that CCW involves the major military countries , its contracting parties have conducted in depth discussions on laws . CCW is the most appropriate venue to address the laws issues . China will continue to constructively participate in relevant processes , work hard with all sides and in line with the mandate seek new progress in the work of GGE . The full text of this statement will be submitted to the Secretariat . Thank you , Mr. Chair .",Asia-Pacific States,Yes
ALGERIA,15:38:35,2024-03-04,0:03:13,"Thank you very much , President . At the outset , I would like to express to you on behalf of the Delegation of Algeria our warm congratulations on your nomination to guide the work of the group of governmental experts on laws . I rest assured of the full support of my Delegation to your presidency in order to ensure that we can move forward with a view of achieving the progress that we all wish to achieve on the questions of SALA on holistic and inclusive approach in the spirit of continuity . Algeria has always been in the same position on our work in questions of laws based on the CCW , this key legal framework that expands the provisions of IHL while recognizes the peaceful possibility for peaceful use of such technologies for peaceful purposes . My Delegation does hope that before the end of its mandate , the GG on laws will be able to come up with specific regulations and recommendations on laws . The contributions presented by some Delegations confirm that the work on substance conducted by the GGE in the 2023 report can represent a foundation that will help us come up with specific recommendations on questions of laws . The launching of negotiations on this subject is a critical need reflecting the convergence of views as we continue to our discussions on outstanding issues . The need to ensure complementarity between the elements of different approaches related to binding and nonbinding measures that can be implemented has to be stressed , taking into account that the CCW on the basis of Article 8 has established the format and statute of new rules as a result of negotiations of a new instrument following the five other protocols . We believe that the guidelines that state that international law applies to laws has to be made more specific to the clarification of different questions and development of new rules that will fill the legal gap that exists and that should be the work of this GGE . A legally binding instrument seems to be the only way that will help us determine the obligations within the same and transposable framework that then can be reflected in national legislation so that countries implement these obligations the same way . The GGE on laws should take into account the orientations that are contained in the agenda for peace of the Secretary General and the ambitious objectives that have been put into place by the summit of the future to provide practical and specific answers to specific challenges in the area of laws and artificial intelligence . Thank you .",African States,Yes
MEXICO,15:42:04,2024-03-04,0:03:26,"I would like to give the floor to the Distinguished Representative of Mexico . Thank you , President . I would like to congratulate you on your assumption to preside over the work of this group and you can count on the support of Mexico and cooperation of Mexico . Mr. President , the current world has seen exponential development of new technologies among them artificial intelligence , robotics that has a significant impact as we have seen in armed conflicts . Now we have to regulate autonomy and we still have even though the time has passed to impose initial regulations we still have time in order to avoid serious impact on international peace and security . In this respect we appreciate and support the appeal of the joint appeal of the Secretary General and the President of the ICRC to adopt legally binding instrument reflecting the demands of civil society , academics and industry . We believe their participation in our work is crucial . Laws present serious ethical and social consideration that very often are not discussed in our work . Nevertheless , such considerations have to be crucial as we continue our in depth work on this issues and this is why we support what was said by Pakistan earlier today under agenda item 4 from the point of view of security . Laws present risks of asymmetric wars and they reduce the threshold of the use of force and escalation of conflicts . Ethical considerations are crucial in our work . And we must ensure that decisions on life and death are taken by humans and not by machines , especially machines that use sensors . Only humans can evaluate the situation correctly . Also the ethical perspective has another dimension that is recognized by IHL when it established that methods and means of war are not limited and the use of force should be guided by principles of humanities and dictates of public conscience that by definition can only be accomplished by human beings . From a legal point of view , my country believes that the due application of the fundamental principles of IHL requires meaningful human control . Nevertheless , ten years of discussions had made it possible to see different approaches to this issue and the need to be more specific on the contents . And this means that this group should develop specific regulations that will make it possible to have common understanding related to obligations and to overcome different interpretations by states of existing IHL and also recognize that this issue has appeared and is also very important from a human rights point of view . My Delegation believes that even though we wish to achieve a legally binding instrument as most Delegations , most countries that are in favor of this , including the NAM and Mr. President , you can count on the constructive participation of my Delegation during this meeting .",Latin American and Caribbean States,Yes
