Speaker,Time,Date,Duration,Statement,Region,High Contracting Party
FRANCE,11:17:28,2024-03-04,0:03:21,"The floor is yours . Thank you , sir . Thank you , Chairman . Chairman , dear colleagues , France believes that the best chance of reaching an international framework that is effective and that puts development and the use of autonomous weapon systems within respect for international humanitarian law is to continue to the end the process that has begun here . The Convention on Certain Classical Conventional Weapons remains the correct location to address the legal aspects and other aspects underscored or that have arisen with this emerging technology under laws . This is also the only location in which it is possible to propose universally accepted measures implemented by states that might be developing laws . The work undertaken by the GGE over recent years has allowed us to make collective progress in our understanding of the challenges that arise with potential laws as with the identification of paths that allow us to respond to these challenges . The last session of the GGE allowed for us to underscore the middle ground and that have come of the discussions in this group despite difficulties to move on progress made . These discussions were fruitful . They have shown the common desire of the Delegations to move ahead within this group and under the CCW in order to reach a substantial and meaningful conclusion . We must continue along these lines within our mandate now strengthened . Chairman , France will continue to contribute actively to the work undertaken in the GGE . France has sent along a written response to your request for information on the characterization definition of the implementation of IHL as well as on the measures for risk continuation and confidence building measures . We have also transmitted with six other cosponsors , Germany , Bulgaria , Denmark , Italy , Luxembourg and Norway an on paper on the elements that would go into an instrument two - fold at that that we believe could serve as a basis for our exchanges in order to continue to make meaningful progress and to reach a concrete and substantial result by 2026 or before . We believe that the best way to achieve this is to structure the elements of an instrument according to a two - faceted approach . For France , the ideal approach would be for this instrument to become an additional protocol to the CCW in the framework of the in which the high contracted parties would be committed to fully renounce fully autonomous laws and will address a series of principles that would guide the national development of policies and measures for the implementation of this . This would accompany the development of and use of these weapons systems that are partially autonomous .",Western European and other States,Yes
PHILIPPINES,11:21:03,2024-03-04,0:02:32,"The Philippine Delegation congratulates Ambassador Robert Indenbosh on his assumption of the chairmanship to the group of governmental experts on laws . This is not a walk in the park but the Philippines assures you of its support in constructive engagement towards the substantive outcome . We also appreciate your conduct of informal virtual consultations ahead of the work that we will do this week and the clarifications you have provided in relation to the topics that this group will take on . In line with this , the Philippines associates itself with a statement delivered by the Delegation of Costa Rica on behalf of the group of states that proposed a draft protocol on autonomous weapons system last year . We believe that our work in the coming days should be approached comprehensively and must consider the other dimensions crucial to the completion of the mandate of this GGE . Mr. Chair , there are high expectations among our public on the progress that this group will be able to deliver given that it has been more than a decade since discussions on this topic have commenced . We reiterate the existence of concrete proposals in the past that already highlighted important points of convergence , namely that the roles of humans must remain central to the use of force , the means of methods of warfare are not unlimited and should remain restricted both on the basis of international law taking into account relevant ethical perspectives . Next , we need a set of prohibitions and a set of regulations to govern emerging technologies in the area of autonomous weapons systems . Well , we recognize the incremental progress made in last year's GGE with the addition of elements and concepts that will be integral to the negotiation of an instrument containing measures to prohibit and regulate autonomous weapons systems . The group should firm up its efforts to advance towards the negotiation of a legally binding instrument . The updated version of the draft protocol 6 submitted last year provides a basis upon which the aforementioned instrument could be negotiated . Mr. Chair , as we work towards realizing the ambitious but not impossible mandate of this GGE , the Philippine Delegation will work to support you in ensuring that you will have a substantive report centered around a set of prohibitions and a set of regulations . We will be constructive and flexible and work towards arriving at a consensus and we hope that the same outlook will prevail among the Delegations . Thank you , Mr. Chair .",Asia-Pacific States,Yes
STATE OF PALESTINE,11:23:51,2024-03-04,0:03:09,"Thank you , Mr. Chair . Since it is the first time I am taking the floor during this session , I would like to start by congratulating you for your election and assuring you of my Delegation's full support . Mr. Chair , as we enter this new GGE cycle , we should be acutely aware of the credibility problem we are facing and take urgent measures to rectify this situation before it is too late should we want to safeguard the relevance of this forum . If we fail to come up with a concrete outcome , it should come as no surprise that more efficient avenues to regulate autonomous weapons systems will be sought . During the last GGE cycle , the State of Palestine submitted a working paper containing a detailed proposal for the normative and operational framework on autonomous weapons systems . Our position since then has not changed . Mr. Chair , while we are only at day one of this new cycle , we should not feel complacent with time . Advances in technology are outpacing our discussions and have done so for the past ten years . As we speak , the use of artificial intelligence and machine learning software to control the critical functions of selecting and applying force in weapons systems is being increasingly developed , explored and used . Over the past GGE sessions , we raised specific concerns regarding the potential for AI - powered systems being used to commit or accelerate war crimes , crimes against humanity and genocide and of them being tested on populations of the global south . For this reason , among others , we called for a legally binding instrument to be elaborated as a matter of urgency and particularly to prohibit any autonomous weapon systems that would be designed to target humans . We are now seeing the direct consequences of the failure to establish new international rules and I am not speaking in hypothetical terms but will instead briefly give a real life example from my own country , Palestine . Over the past five months , Israel has been engaged in the most sustained and intense bombing campaign of a populated area in history in Gaza . More than 30,000 Palestinians have been killed including over 13,000 children and Israel now stands accused of the commission of the crime of genocide at the International Court of Justice . We need to ask ourselves what led to such a staggering death tall . An investigation by Israeli plus 972 magazine and local call has revealed that Israel's use of artificial intelligence has been central to the execution of its mass killings in Gaza . The investigation was based on conversations with seven current and former members of Israel's intelligence community , data and documentation from Gaza and official statements by the Israeli army spokesperson and other Israeli state institutions . So let us besiege Delegates in this room once again . First , give priority and more weight to the voices of those states that are or are likely to become victims of autonomous weapon systems . Second , when thinking about the risks of autonomous weapon systems , remember the real life case of Gaza . Third and perhaps most important , insist on the necessity for a moratorium to be imposed immediately on the development of these systems until specific safeguards are agreed in our discussions . Mr. Chair , we look forward to working constructively with all colleagues throughout this cycle and I thank you .",Non-applicable,Yes
NEW ZEALAND,11:27:15,2024-03-04,0:02:09,"Thank you , Chair . Please let me extend our appreciation to you for taking up the role of Chair . You can count on the full support of my Delegation as you conduct your duties this week . New Zealand has a consistent approach to autonomous weapon systems . Our long standing position supporting their prohibition and regulation was recently reconfirmed by our new government . We are pleased to see convergence for support for a two - tier approach last year as reflected in the GGE's report . Our ambition is for a new specific prohibition on weapons that cannot operate in compliance with IHL including those with effects that cannot be anticipated or controlled . And for those that can , we seek a set of regulations or positive obligations . Relevant ethical concerns should be duly reflected . A two - tier approach provides a suitable basis for this group to get a head start in fulfilling our new mandate . In this regard , we recognize that restrictive definitions or characterizations could inadvertently exclude future technology developments . We , therefore , urge a flexible and technology agnostic approach . Technological advancements in the area of autonomy are moving quickly . While we have the floor , we recall last year's UNGA resolution which invites submissions to the UN Secretary General on AWS and we encourage states to engage . We believe this work will compliment that of our group and support progress on this critical issue . We also want to acknowledge the political leadership shown by those countries that continue to hold regional and international conferences and establish initiatives relevant to autonomous weapons systems . These events have helped to create momentum and provide a platform for further discussions on these important issues . This has been highly encouraging . While we continue to hold the view that voluntary initiatives are not a substitute for new rules and limits on AWS , they have a role to play . I thank you .",Western European and other States,Yes
IRELAND,11:29:39,2024-03-04,0:03:07,"Let me congratulate you , Ambassador , for assuming your role as Chair and at the outset I can assure you of Ireland's full support and cooperation . For years the GGE has provided a space for a thorough consideration of the risks and challenges posed by autonomous weapons systems and for the development of common understandings . However , as we enter its eighth year , there is an urgency to convert our substantive discussions into a concrete outcome . We no longer have the luxury of repeating theoretical debates of earlier years . We should pick up where we left off drawing on years of constructive engagement and cross regional cooperation as well as the invaluable contributions of the ICRC , UNIDIR , civil society and academia . We add our voice to those of the Delegations that are calling for an outcome oriented discussion this year with a focus on producing a textual document containing elements of an instrument to prohibit and regulate autonomous weapons systems . Chair , the various complimentary initiatives developing outside the GGE should provide impetus to our work here . Ireland was pleased to participate at the recent Manila Regional Conference and looks forward to the outcomes of the Vienna and Freetown Conferences . Ireland was also pleased to cosponsor the Austrian led First Committee Resolution and we call on all Delegations to contribute to the Secretary General's report . Chair , my Delegation believes there is a great degree of convergence that we should seek to build upon and we have an opportunity to explore these areas further . For instance , there is a consensus that international law , in particular the UN charter and IHL as well as ethical perspectives should continue to be the guiding considerations in the work of the group . Indeed , the application of and respect for IHL is paramount and must be placed at the center of our work . We should be able to collectively acknowledge that autonomous weapons systems that cannot be used in accordance with IHL must not be developed , deployed or used . That they are , as others have said , already prohibited . That would act as a constructive starting point . There is also growing consensus with regard to the so - called two - tier approach . Although some of the proposals differ in language or emphasis , the majority recognize that this two - tier approach offers a practical structure that would help to fulfill this group's mandate . My Delegation also hopes to further develop common understanding with regard to the human element in the use of force . It is encouraging that the majority of Delegations recognize that human beings must retain control over decisions with regard to the use of force , that human beings must exert control over the application of force and that there is clear accountability and responsibility for any decision to use force . A future where the decision to take a human life is designated to a machine is not consistent with international laws , norms or values that we have collectively developed . This week it is imperative that we focus on specific issues as well as the proposed rules and measures that Delegations put forward . Your indicative timetable gives us an opportunity to undertake that exercise in a structured manner . However , we believe some important topics such as human control and ethics could be more pronounced within the work plan . We call on all Delegations to support targeted discussions this week with a clear objective of formulating a set of elements of an instrument . Thank you .",Western European and other States,Yes
JAPAN,11:33:00,2024-03-04,0:03:14,"Thank you , Mr. Chairperson . Allow me to begin by congratulating you on your assumption of the Chairmanship Chairpersonship this year and extend our thanks to you and your team including the ISU for the efforts in organizing this meeting . Please be assured of my Delegation's full support . The international community's interest in the military use of artificial intelligence and other emerging technologies continues to grow which has made our discussions on laws even more important . The year 2023 saw various related discussions outside of the CCW all based upon decades of deliberations within this GGE . We hope that these discussions outside of the CCW will further enrich the GGE as it continues to be the central framework for the international rule making efforts to develop a clear and effective normative and operational framework for laws . Japan will continue to participate actively and constructively in the GGE . Despite the complexity surrounding the topics of laws and the challenging environment , security environment in which these discussions have taken place in recent years , it is a significant achievement that the GGE was able to adopt the substantive report last year which sets out the two - tier approach concept of prohibitions and regulations based on international humanitarian law . On the other hand , there are some near consensus issues that could not be reflected in the report due to lack of time such as human machine interactions , accountability , risk mitigation and confidence building measures , et cetera . Japan considers that language on these issues from last year's draft report should serve as a good basis for further discussions to build consensus . The GGE now has a three - year mandate through to 2026 . Looking ahead to the seventh review conference , it is important to steadily build consensus each year . Therefore , Japan looks forward to engaging the works on the topics proposed by the Chair for this session of GGE . Mr. Chair , finally , Japan believes that if we can steadily proceed with in - depth and constructive discussions on substantive matters , we will naturally see what the form of the outcome should be . Thus , we should now focus on substantive discussions . Thank you .",Asia-Pacific States,Yes
SWEDEN,11:36:29,2024-03-04,0:02:12,"I give the floor to the Distinguished Representative of Sweden . Let me begin by expressing Sweden's appreciation for your constructive leadership and the ambitious approach that you and your team have undertaken in preparation of this first session . You can rest assured that Sweden will continue to support you in the work ahead . Chair , Sweden recognizes the encouraging progress that has been made within the framework of the GGE last year where both sessions showed promising signs of convergence on several topics . We appreciate the constructive approach taken by many Delegations in finding common solutions and ways forward including by submitting working papers and organizing conferences to facilitate discussions . Our joint efforts are allowing us to move forward in the right direction , bridging gaps and increasing understanding . By agreeing on a new two - year mandate for the GGE , we believe there is a clear path to a substantial breakthrough if we all show political will . Chair , Sweden supports the two - tier approach indicating that a distinction should be made between those weapons systems that cannot be used in accordance with international law , in particular IHL and systems that include autonomous features which should be regulated in order to ensure compliance with IHL and other applicable international law . We are pleased to see that the approach has continued to gain traction and is contributing to achieving greater progress on issues related to laws . In closing , Sweden believes that the CCW remains the appropriate international forum to deal with issues related to laws allowing for all relevant stakeholders to be part of the process and we welcome the valuable contribution of academia , think thanks and the civil society . We regret that the GGE recommendation to the high contracting parties of the CCW allowing for the GGE laws to meet for 20 days during 2024 was not adopted and is vital to use the days we have to achieve progress and agree on ambitious report in 2025 . We look forward to a week of open , inclusive and productive discussions and harnessing the current momentum . Thank you , Chair .",Western European and other States,Yes
AUSTRALIA,11:39:00,2024-03-04,0:02:13,"Thank you very much , Chair . Allow me to congratulate you on assuming your role as Chair of this law's GGE . We also express our appreciation to you and your team and to the Secretariat for the preparations and consultations leading up to this session . You have the full support of my Delegation . We welcome the new mandate of this group which is to further consider and formulate a set of measures sorry , a set of elements of an instrument without prejudging its nature to address laws . This mandate implores us to pursue a technical and interactive discussion building on the very productive discussions we had last year . In line with the remarks made by the UN Undersecretary and High Representative for Disarmament Affairs and several Delegations before me , it is incumbent on us to redouble the intensity and urgency with which we approach this work . Collectively , this group has already generated a large number and breadth of concrete proposals from proposals for legally binding instruments to other options such as the draft Article's proposal which Australia co-sponsored together with Canada , Japan , Poland , Republic of Korea , UK and the United States . While there remain some divergences in what form any instrument or measures should take , we believe there are significant commonalities in terms of substance addressed by the various proposals . Our task as you pointed out is to identify and further advance these commonalities and work through our remaining differences in order to fulfill our mandate . That is certainly the spirit with which my Delegation will approach this GGE session . We would like to acknowledge the two most recent proposals submitted by a group of states and by Brazil . We look forward to studying these proposals in further detail and offering comments this week . My Delegation also takes this opportunity to recognize the invaluable contributions made by UN entities , international and regional organizations , the International Committee of the Red Cross and NGOs to this GGE process . We therefore look forward to these technical discussions proceeding in an inclusive format . Thank you .",Western European and other States,Yes
COSTA RICA,11:41:24,2024-03-04,0:03:18,"I thank you for giving me the floor and I would like to reiterate the support of my Delegation to your work . We would like to call upon all high contracting parties to move ahead in this phase with political will and transparency in the current context . We cannot fail in this task . When this conversation began , sir , many years ago , the urgency revolved around the need to prevent the use of these weapons systems . However , we have now found ourselves moving with the urgency of preventing these weapons systems from being used without any regulation whatsoever . Today , while the use of these systems becomes ever more frequent , the reality compels us to think not merely of prevention but also in the urgency to establish measures for containment . In this context , any result that is not in step with concrete action to restrict the open production , sale , circulation and use of laws will only allow for the conflicts already underway to become more acute and that is at a minimum . For this reason , Chair , there is a clear need to prohibit and regulate these laws through a legally binding instrument . It is with this interest that my country would like to contribute its perspectives to this general debate . Given the wide array of implications that come with the incorporation of AI and new technology , security technology , we would like to reiterate that it is essential that if we do not bring together that the issue of laws must be addressed in a multidisciplinary manner that addresses human rights protection , international criminal law , the obligations within the UN charter , the general principles of international law and ethical considerations that would allow for us to prohibit or limit the use , development , transfer of these systems . This multidisciplinary approach would allow for us to reduce or mitigate risks such as programs and software that develops , that makes those traditionally vulnerable more vulnerable but also this allows us to address the matter from different angles that would allow for a regulation of the acquisition of these laws by private actors such as private security companies or non-state actors , even worse such as terrorists or organized crime . For this reason Costa Rica is greatly interested in promoting this comprehensive approach year after but in my country's commitment to a legally binding instrument has been consolidated . We continue the support continues to grow within the international community . That is essential . I would like to commend the Philippines , Sierra Leone and Austria that have also called us together for meetings .",Latin American and Caribbean States,Yes
URUGUAY,11:44:58,2024-03-04,0:03:46,"Thank you very much , Chairman . First off I should like to commend the Netherlands and you in particular Ambassador Nimbush for having taken on the helm of this GGE addressing laws five years ago . For the past five years I have had the great fortune or misfortune of following this matter closely . It is fascinating and it is worrisome . I believe that I have learned much and suffered much equally over these years of our deliberations . This will be the last time that I participate in a session of the GGE . My post here in Geneva will come to an end in a few weeks . I think that we all agree we are at a defining moment and you have the difficult task of guiding us in this last stretch . As you mentioned this is not the time for general statements but rather what we need is to get to work , roll up our sleeves . The group should focus on a complete mandate considering and bringing by consensus numerous elements that go into an instrument without prejudging its nature and other possible measures to address emerging technologies in the area of laws . I would like to thank all states that presented detailed written responses to the questions . Thank you for the valuable comments and suggestions as this is my last general statement . I would also like to express my appreciation to the civil society for its invaluable work and the work of UNIDIR and the International Committee of the Red Cross throughout this process and in particular my colleagues in the Group 15 which continues to grow . Uruguay believes as would seem to be the general opinion that we do not need to agree on a definition in order to move forward with the regulation of autonomous weapons . There are many examples in the area of disarmament and specifically in this convention . Further for some time now we have had a functional characterization that has been broadly accepted . We believe it is sufficient and adequate particularly given the speed with which AI develops and technology develops bringing about novel aspects of range and autonomy . There is a growing number of states that agree that this instrument should be legally binding particularly in the form of an additional protocol to the convention and that it should not just be tied to lethality . This has been duly assessed . We believe we should focus on the core of the problem . How far can we go in complying with ethics and international law with laws and autonomous systems ? Let us recall that it is not enough to share best practices subject to the goodwill of some states because this would leave out numerous legitimate interested stakeholders and other matters of capital importance . Lastly , Chairman , if you would allow me , it is time to cease to beat a dead horse and move ahead and address these items . Many states are calling for this . And we should take advantage of the precious and scant time that we have for this task . I call for all , I beseech all to work together with constructive spirit to bring about tangible results as quickly as possible . I thank you very much . And I thank you very much for your kind words and for your intervention and for all the work done in the last five years .",Latin American and Caribbean States,Yes
SWITZERLAND,11:49:08,2024-03-04,0:02:31,"I would like to give the floor to the Ambassador of Switzerland . We are delighted to see you presiding over the work of this group and we can assure you of our full support . We also welcome the fact that our group can now base itself on a more robust mandate to examine and to formulate certain elements relating to an instrument without prejudice of its potential final format . And we have three years to fulfill this mandate and different points of view have been expressed on this rather long period of time . My Delegation believes that we need to use this period of time effectively so that we can progressively move towards a robust tangible result as soon as possible whilst seeing progress made every year before our meeting prior to the review conference . We need to straight away focus on formulating the essential elements of a future instrument on lethal autonomous weapon systems and we thank you for the way in which you have proposed we structure our work this week . Characterization , application of IHL , the human factor and different mitigation measures are all essential parts of any future instrument . Whilst we start to examine these elements and how they could fit together in the future instrument we can base ourselves on the work undertaken over recent years , in particular the proposals submitted to our group last year . In particular we wish to highlight that there are several common points between the different proposals even if there are still some differences we need to overcome . These common points are reflected as well in the responses to your guiding questions which are an additional foundation for us as we continue our work . Suggestions on the characterization of lethal autonomous weapon systems are similar in many different submissions and there is a great deal of overlap as concerns the fact that any instrument should have at its core provisions on prohibition and regulation . Opinions are divergent on whether this two - tier approach should be based on the application of international humanitarian law or based on the human factor . It is our view that both elements can coexist . They are not mutually exclusive . Respect of IHL requires human control and these two aspects are intrinsically linked . We are now impatient to dive into work on these questions on the basis of your indicative timetable . Thank you very much , Chair .",Western European and other States,Yes
CUBA,11:51:52,2024-03-04,0:02:46,"May I give you the floor ? Thank you , Chairman . In November we commended the High Contracting Parties and the calls from the General from Society and the Secretary General of the International Committee of the Red Cross and others for having seen progress in regards to laws we find ourselves at a critical moment . The recent resolution adopted in the first Committee of the General Assembly of the UN , the numerous initiatives on the national level and regional level to include the conferences in Manila , Costa Rica and that which will take place in Sierra Leone show a clear global interest in the topic . The mandate agreed upon crystallizes the aspirations of the majority to adopt as quickly as possible an instrument that prohibits completely autonomous weapons setting specific regulations for the semi-autonomous weapons . For our Delegation , as has been made clear , the nature of the same should be legally binding . Mr. Chairman , our work did not begin at zero . We have available to us a great many proposals and a growing convergence or agreement around the idea of regular regulations . A more ambitious outcome is within our grasp but we cannot be happy with mere substantive discussions reports and limited output as we see with the guiding principles . We must create elements for an instrument . These should be necessarily aimed at action . They should bring a clear guide to States regarding the limits in place , in force for these weapons . In this group , we should leave behind the development of language that is not conducive to implementation . We do not have many days , Chairman , to bring results for 2025 . Preferably by 2025 , our Delegation believes that we must begin work on the basis of a text as quickly as possible . As this is the first time that the mandate of the group is multi-annual , we do run the risk of drifting into endless debates and complacency . The sense of urgency cannot be lost . Our Delegation will continue with a constructive attitude , this an attitude that allows us to move ahead in an expeditious manner seeking tangible results and meaningful results . I thank you kindly .",Latin American and Caribbean States,Yes
CUBA,11:54:55,2024-03-04,0:03:40,"First of all , I would like to join other than congratulating you on taking over the Chairmanship of this important group . You have the full support of my Delegation . Germany welcomes that the GG on laws will now start to work under its new mandate . The mandate to further consider and formulate by consensus a set of elements of an instrument gives us the opportunity to continue the valuable substantive discussions of this group in a more focused way . In our view , the substantive basis for this assignment has been laid in the past years . A report published last week states that , and I quote , it is increasingly clear that the majority of states agree on certain key elements . We think so , too . In the course of the past years and despite the deplorable blockade of the GGE to consent the final report in some of those years , the areas of substantial convergence have been growing . First of all , more and more members of the GGE have the view that prohibitions and regulations are needed to ensure that international law , including international humanitarian law , will be maintained when emerging technologies in the area of lethal autonomous weapons systems are being used or developed . Second , we also see broad agreement on the importance of the role of humans in the context of autonomy . There has even been some movement with regard to the most difficult question of the legal nature of an instrument . A growing number of states would by now accept it if the GGE were to consent a legally binding instrument consented within the GGE in order to prohibit fully autonomous weapons . Germany is one of them . We also see room for intensified discussions how to avoid risks and unintended consequences . This lies in the interest of all of us . We , therefore , welcome your decision to focus the upcoming GGE's discussion on risk mitigation and confidence building measures . We highly welcome the focused approach you have chosen , Mr. Chair , and stand ready to do all we can to support you and your efforts . With regard to the working mode of the group under the new mandate , Germany would see great benefit in starting to work on possible text elements as soon as possible . In our view , the group should aim at consenting written elements of an instrument , preferably before the CCE revcon in 2026 . This could finally demonstrate that the GGE is capable not only of very good discussions but that it also is able to deliver . Germany continues to highly value the GGE as a forum for the discussions on laws that includes all relevant stakeholders . We are very happy to be among the cosponsors of the working paper on elements of an instrument based on the two - tier approach that has been introduced by France earlier this morning . We hope it will provide helpful input on how possible elements of an instrument could look like . To conclude , allow me also to inform Delegations and observers about a side event on fixing gender glitches in military AI , mitigating unintended biases and tackling risks which we organized with the support of Canada , Costa Rica , Panama , Mexico . It will take place on Wednesday , 6 March during lunch break . I hope for fruitful discussion this week , discussions that can also have an impact on the national contributions for the report by the UN Secretary General . I thank you , Mr. Chair .",Western European and other States,Yes
HOLY SEE,11:58:56,2024-03-04,0:03:21,"In his message for the 2024 World Day of Peace , Pope Francis affirmed that the research on emerging technologies in the areas of so - called lethal autonomous weapons systems including the weaponization of artificial intelligence is a cause for grave ethical concern . As conflicts and divisions continue to affect humanity , there can be no escaping serious ethical questions related to the armament sector . The urgency of this matter is increasing due to the widespread development and use of armed drones including kamikaze and swarming drones . This has led to a lessened perception of the devastation caused and the burden of responsibility for their use resulting in an even more cold and detached approach to the immense tragedy of war . Autonomous weapon systems cannot be held morally responsible subjects . Human beings possess a unique capacity for moral judgment and ethical decision making that cannot be replicated by a complex set of algorithms and their capacity cannot be reduced to programming a machine that however intelligent remains a machine . If operating without any direct human supervision , such systems may make errors in identifying the intended targets due to unidentified biases induced by their self - learning capabilities . Therefore , it is crucial to ensure sufficient , meaningful and consistent human oversight over weapon systems equipped with artificial intelligence functions . Autonomous weapon systems lack the ability to comprehend the consequences of causing excessive or unnecessary suffering engaging in indiscriminate killing or adhering to the principles of humanity . These expressions which are codified in IHL require interpretation , good faith and prudent judgment , all of which are uniquely replaceable human traits . Mr. Chair , the Holy See has been a vocal supporter of negotiation of a legally binding instrument on laws and in the meantime of an immediate moratorium on their development or use . It is increasingly urgent to deliver concrete results given the pace of technological advancement . This is also mindful of the decade of dedicated discussions on laws . As we have been tasked to further consider and formulate the set of elements of an instrument to address the issue of laws , the Holy See encourages full use of this GGE to work specifically on the scope of prohibitions and regulations of weapon systems based on their degrees of autonomy , keeping firmly at the center of our deliberations the fundamental reference to the dignity of the human person . The development of ever more sophisticated weaponry even with the purpose of reducing collateral damage is not a long - lasting solution . War originates in the human hearts . Therefore , the real solution lies in the conversion to a culture of peace that places technological advancement at the service of humanity , of integral human development and of the common good . Thank you , Mr. Chair .",Non-applicable,Yes
LUXEMBOURG,12:02:35,2024-03-04,0:02:52,"We wish also to congratulate you on assuming the chairmanship of this meeting . You can be assured of our full support , sir . President , we are seeing technological progress which is highly rapid and we are seeing a security landscape which is constantly evolving . Given this , my country remains highly concerned about the threat of use and the use of lethal autonomous weapon systems . The international community bears responsibility to make sure that this technology does not have the devastating humanitarian impact that it could have if there is no appropriate regulation which is universally recognized . Luxembourg welcomes the new mandates that we have which gives us some discretion to agree upon an international instrument . Specific proposals could provide a framework to allow us to have an idea of what a future instrument could be to regulate the use of lethal autonomous weapons systems . We hope that this group will be able to build on the many areas of convergence . President , Luxembourg is firmly convinced that any use of lethal autonomous weapons systems must be in conformity with the fundamental principles of international humanitarian law at its distinction , proportionality , and the precautionary principle . It is vital that decisions can be taken in line with these principles for the use of laws . We believe this is highly important for military technology in the future , but throughout the whole life cycle of these systems there must be meaningful human control . We would insist upon that and the implementation of risk mitigation measures . Luxembourg attaches particular importance to the approach which clearly distinguishes between prohibition of those weapons incompatible with IHL and those weapons systems which should be regulated as proposed by the so - called two - tiered approach . The way in which we formulate this approach has met with some divergent views but we do feel it is still the most appropriate way to make progress . We would draw attention to the working paper initiated by France and Germany and cosigned by Luxembourg . This document introduces a highly relevant framework of possible elements of an instrument based on the two - tiered approach so it is important for our work . You can find all of our statements online , sir . Thank you .",Western European and other States,Yes
SOUTH AFRICA,12:05:47,2024-03-04,0:03:09,"The floor is to the Distinguished Representative of South Africa . South Africa congratulates you on your appointment as the 2024 Chair of the Group of Government Experts on Lethal Autonomous Weapons Systems . Your leadership comes at a critical juncture as we contend with the interaction between emerging military technologies and established international legal norms . This critical moment is further intensified by the shifting geopolitical landscape which further adds layers of complexity and agency to our deliberations . Chairperson , South Africa acknowledges the profound importance of addressing the challenges presented by the lethal autonomous weapons systems within the framework of international security and humanitarian law . As a nation committed to peace , human dignity and the rule of law , we believe it is imperative to confront the ethical , legal and societal implications of these technologies . In line with the principles established by the Convention on Certain Conventional Weapons and our obligations under international humanitarian law , South Africa reaffirms its position that all weapons , including laws , must be subject to effective human control . We assert and reiterate the decision to take a human life must not be delegated to machines . This control is essential to ensure accountability , compliance with IHL and the protection of civilian populations during armed conflict . As a result , South Africa is of a firm belief that there is a need for development of legally binding instrument that will regulate laws . We believe that such an instrument is necessary to prevent an arms race in autonomous weapons and to ensure that their use is consistent with international legal standards and ethical considerations . We further recognize the complexity of autonomous technologies and their potential to change the nature of warfare . Therefore , we call for a comprehensive approach that includes a clear definition of what constitutes the meaningful human control over laws , provisions to ensure transparency in the development and deployment of laws , machines for international cooperation and verification to prevent an arms race as well as safeguards to ensure that laws cannot be used in a manner that contravenes IHL and international human rights law . Chairperson , at the 78th United Nations General Assembly First Committee , South Africa supported Resolution L56 which emphasized the urgent need for collective action on issues . We commend the UN Secretary General for his efforts to compile a comprehensive report reflecting the diverse views of Member States and observer structures on laws . South Africa maintains that there should be a collective action aimed at ensuring that technology serves humanity's best interests , not its destruction . South Africa stands ready to work with all Member States to forge a consensus on this pressing issue and to strive towards a future where peace and human security are enhanced by technology and not threatened by it . I thank you .",African States,Yes
PERU,12:09:08,2024-03-04,0:03:12,"I would like to give the floor to the Distinguished Representative of Peru . Thank you . Thank you , Chairman . I should like to begin by commending you for having taken the reins in this important GGE . I would also like to recognize the work of the previous Ambassador Flamengo and I would like to thank you also for the preparatory work that you and your team have undertaken . You will have the full support of the Delegation of Peru . Peru reiterates its concern regarding the urgent need to adopt a Treaty that prohibits and regulates the use of autonomous weapons . In this context , Peru shares the joint call by the Secretary General of the United Nations and the President of the International Committee of the Red Cross . They called for the launching of negotiations on this legally binding instrument as quickly as possible . To this end , we reiterate our position against the development of these weapons without human control . They shoot themselves , driven by AI and based on facial recognition . We are also concerned that autonomous weapons systems can become WMDs and they change the thresholds on the use of deadly force . Given this , we reaffirm our call for the high contracting parties to resolve the differences and reach concrete results . This would lay the groundwork for adopting a legally binding instrument , the instrument we seek , based on IHL . It is in this spirit that Peru endorsed one year ago the Berlin communique as well as the communique of the American Summit and further , Peru cosponsored the resolution adopted at the last session of the General Assembly . It sought to broaden the debate internationally while calling upon states for relevant information on this topic . Chairman , recognizing the value of the progress made to date and reaffirming the need to continue to codify and develop progressive law in international law applicable to armed conflict , Peru , together with another three states , presented a draft protocol on autonomous weapons systems protocol 6 . We believe that that could contribute to our discussions . For all of the aforementioned and recognizing the serious risks and challenges that come with these weapons and the transcendental nature of the mandate of this GGE , we continue to call for a successful week of work here . Thank you .",Latin American and Caribbean States,Yes
