Speaker,Time,Date,Duration,Statement,Region,High Contracting Party
AUSTRALIA,15:22:04,2024-03-07,0:04:52,"Thank you very much , Chair . And we just wanted to start by reiterating our appreciation . This has been a very productive and interactive discussion . So we are very grateful for all the efforts of your team and yourself . One point we would certainly fully endorse is the need for building on existing consensus laws , GGE language . I think we have heard that from a couple of Delegations . While the mandate of this particular GGE is different from previous years , we need to be building on work this GGE has previously done and not reinvent the wheel . We have a wealth of previous existing language we can draw on , particularly in the area of characteristics but also risk and risk mitigation measures . One practical way of ensuring we build on existing language at the August session might be to consolidate previous consensus language on the relevant topics in advance of the session . The 2022 joint proposal which Australia cosponsored attached an annex which sought to consolidate and organize previous GGE conclusions in this way . So that may be of some assistance . Another one of your key takeaways was that reaching a common understanding of laws is in the eyes of many in the room linked to the types of measures this group would agree . I think we would frame this point slightly differently and that is that Delegations have approached the discussion on definitions and characteristics with two different purposes in mind . Some Delegations have been focusing on describing laws they consider prohibited or that should be prohibited and others refer to laws as an umbrella term for all weapon systems with autonomous functions that might be referred to in an instrument , whether they are prohibited or not . As long as Delegations continue to approach the discussion on definitions and characteristics from those two different starting points , I think it will be difficult to agree a common conceptualization of laws . So one solution to this would be to separate out those two different discussions . We think that understanding the scope of any future instrument , that is what weapon systems are covered is an important first step . And once we have a shared understanding of weapon systems that are within scope , we would be better placed to have the normative discussion that is on the laws that would be prohibited or regulated . We would also like to offer some comments on your observations about application of IHL . I think your observation was around the need to clarify if lack of compliance with IHL comes down to how the weapon is used , if it is based on context of use and if it is based on the capabilities of the weapon system itself . We think the question of how IHL regulates weapons is probably not in dispute . Under IHL some weapons are per se prohibited because of certain inherent characteristics and other weapons that are not prohibited per se are subject to limitations in the way they are used and the same would hold true for laws . But as you have noted earlier this week , Chair , there is a very substantive difference of views on how to conceptualize the two - tier approach . For some Delegations the two - tiers are based on prohibitions and limitations that exist under existing IHL and there is a desire to clarify how those prohibitions and limitations apply to laws . And for other Delegations there is an interest in seeking new prohibitions and limitations that go beyond existing IHL . This week we feel we have been working well to clarify how existing IHL applies to laws and we think that continuing this work in a methodical way is a really critical first step . In your key take - aways , Chair , you referred to the conclusion of the 2023 GGE report that laws must not be used if they are incapable of being used in compliance with IHL . And along similar lines to what you proposed we see merit in building out this understanding by clarifying what would make a laws incapable of complying with IHL . And just to be clear , we are not talking about simply restating existing rules of IHL , but extrapolating measures to ensure compliance with these rules . Thank you . Thank you very much for this extensive reaction and a very well - spent lunch break , I would say . Thank you for that . Do I have already any ? Not yet . Who would like to follow up after Australia ?",Western European and other States,Yes
FRANCE,15:27:42,2024-03-07,0:03:09,"Thank you , Chairman . I just wanted to extend my thanks to you for the outstanding discussion that we have held up to now . Thanks , that is , to your guidance . And I think it is very promising for what is to come and we very much hope that this constructive atmosphere is going to continue under your guidance . Now , with regard to the document that you shared with us and the explanation , we should just like to recall that the document that you shared with us and the explanation , we should just like to recall with regard to all of the very constructive and rich discussions that have taken place that it might perhaps initially be necessary to create some kind of compilation of these different discussions , whilst on the one hand distinguishing the different elements that have already been agreed on because a number of Delegations have , in fact , intervened to say that there are a number of different elements that have been supported in the previous reports , so the 11 guiding principles , for example , and all the elements that contained within our previous work and , indeed , the new elements that may enjoy convergence and , indeed , the other elements that are still under discussion under another document that would be a status as a working document which would not prejudge any future negotiations but which would allow the Delegation to have their own view of the matter and to have their own view of the work and the work of the Delegations in the future . So we would like to ask really to appreciate the richness of the discussions that have taken place over this week . Now , in your question on addressing new topics or concentrating on the first questions that we had addressed , we think we need to address this sequentially , so the STOC taking work on the first questions which allows for a more holistic view on the view of our community on the discussions that we have had and that we have looked at this week . That is necessary . And we think we need to have a very clear view of what points of convergence and divergence there are and what has already been achieved and what is new . And then once we have that documentation , then we could then look to proceed to opening up new issues , but opening up new issues without already having that previous background , I think , would mean that we may risk losing ourselves in some way if we open up many new subjects before we close previous subjects . So perhaps we need to act in a sequential manner here . So that is what I wanted to say , Chairman , on behalf of my Delegation . Thank you very much .",Western European and other States,Yes
PAKISTAN,15:31:15,2024-03-07,0:08:00,"Thank you , Chair . Chair , we would like to join others in thanking you and your entire team in preparing all the documents for this meeting and in choosing the manner in which we have conducted ourselves in the course of past four days . And we believe that this methodology that you have chosen has been very helpful in engaging beyond the prepared statements and additional talking points in trying to address where those common points could be for convergence and where the differences are which we should try to bridge going forward on these issues . So very briefly the key take - aways that you have shared with the group before the lunch break , we would welcome the fact that you have provided them in the writing as well giving us an opportunity to share our preliminary comments . We are in agreement with your general observations of where we are in this group . And for us also I think the key take - away , the first key take - away that you have expressed in your remarks that namely prohibitions and regulations that remains the core question for this group . And that would also trigger all the other moving parts as well . It would influence the outcomes in other places under various topics . And it will be closely linked with , for instance , what kind of risk mitigation measures , what kind of other principles would be agreed upon once we have some clarity on prohibitions and regulations taking into account the mandate of this group . Second important key take - away for us that we consider what you have mentioned also , that there has been broad support for dividing our work under various topics , categorizing them in various boxes . We believe that approach would be very helpful going forward . And for us we tend to see all these proposals that are coming under various topics in three distinct boxes . The first one is what are the existing obligations of IHL which are very pertinent to the question of lethal autonomous weapon system which we have been discussing for the last decade , some we have reaffirmed in our past reports and some we would like to reaffirm again in no uncertain terms . Second box , what we see is what are those additional clarification guiding principles or the bridging principles that could give some clarity to the implementation of the existing obligations . As we explained the other day , for instance , in our view , the principles of predictability , reliability , understandability and explainability may not be directly those terms that are contained in the IHL but we believe they are very important for the implementation of the existing obligation principles of IHL . So in this box we would like to delve deeper into what existing tools could be provided to the high contracting parties for implementations of their existing obligations . The third box in our view are the new obligations and commitments that could be undertaken by agreement by the high contracting parties that could form the basis of progressive codification of international law as well which we believe is also one of the main purposes of our convention . We believe that all these three boxes , it is important that when we consider our work and particularly in terms of development of new law we adopt a holistic approach and address all the considerations that have been raised in the past work in an integrated manner . Another take away , Mr. Chair , that you have outlined is that we have heard very clearly in this room in the past four days that there is a lot of work that has been done in the past and that agreed language should continue to form the basis , the foundational basis of our work as we go forward . We believe that all those important agreements whether we have made them with consensus in 2016 or in 2019 or in last year report should constitute without any question as the foundational basis of our work and we would like to see how we can build on them as we go forward . Lastly on the organization of our work and intersessional topics , the questions that you have asked , Mr. Chair , we very much appreciate your proposed methodology . As you have said that there is merit in revisiting topic 1 and 2 while as a few others have pointed out topic 1 May not be the most urgent priority in nature for my Delegation but we do see the merit in providing more granularity to our discussions that have taken place and perhaps narrowing down our convergence . So if that is the spirit in which you would like to revisit topics in intersessional work as well , we would certainly welcome that opportunity . At the same time what we have heard in this room right from the outset of this meeting , a number of state parties have put forward their proposals in terms of new topics going forward that should be considered . For instance , many state parties have put forward the proposal of seven topics that have been shared with the Chair . A few other high contracting parties may have shared their own proposals as well on the topics . We believe there is merit that going forward if you could circulate those proposed topics that you have received from high contracting parties for the information of everyone perhaps in one document and going forward as you seek views on what topics to address in the August meeting , you could invite views from the high contracting parties keeping in view the proposals that have been received so far on these topics . We believe it is an important opportunity and our task should remain , our objective should remain clear that we should have an opportunity to have discussions on all the topics that have been put forward that have been part of our previous discussions in our three - year long GGE process . While we may not be able to arrive at substantive conclusions under every topic , but it is important to exchange in depth the issues that have been raised or will be raised in these topics . So in intersessional period and going forward in August , I think we would need to perhaps follow both the trajectory in terms of revisiting the topics that we have done this far and identifying well in advance for the August meeting so that the Delegates can be prepared in a comprehensive manner to engage more interactively in the August meeting on the questions that may come from your side . I would like to thank you once again , Chair , for providing us this methodology and the approach that you have undertaken . Thank you .",Asia-Pacific States,Yes
JAPAN,15:39:40,2024-03-07,0:07:36,"Thank you , Mr. Chairperson . First of all , we would like to thank you for sharing this paper with us . We believe that this paper is very useful in understanding your perspective on the key issues regarding the outcomes of this discussion and this week's discussions and what needs to be done to continue our discussion in future . We are in general agreement with your views on these points . However , I would like to make some preliminary comments . First , I think on your first takeaway , I think this future discussion should be based on prohibition and regulations and also it is related to human control and applications . We do not agree on the use of human control . We have other way of naming this . In general , we agree on your understanding . As for the second takeaway , I think to discuss the compliance issue with IHL from three perspectives which you suggested , the first one is how the weapon is used . The second one is how the context of its use and the third perspective is the capabilities of the weapon itself . I think we are also in support of these notions and I think from these three perspectives , if we could deepen our discussions , I think we could gain more analytical and analytical discussions from which we can expect some advancements on these issues . As for the third takeaway , I think it is very important structure of our work . What we want you to add is we want to structure elements which we are discussing now . Structure elements means structure how the discussion on how we structure our final deliverables , our instruments . These discussions also need to be done . As for the fourth takeaway , that is building upon already agreed language . I think we agree on this and we also proposed this in our in the past discussions . What we would like to add is I think the outcome , I think we will not also use the last year's report , draft report of GGE . I think we had a very good language in that draft report . In particular , such as on the topics such as human machine interaction , accountability , risk mitigation and confidence building measures . I think the languages on those topics in the last year's draft report can also be a good basis for our future discussions . Then as for characterization , I think you are suggesting to continue the discussion on this issue . We have found that there is still divergent views on this topic . I think that means we might need to have more structured way of discussions on this . So I think just continuing the discussion in the same way we did this week might not be further advancement on this discussion . Lastly , this is my question with regard to the way forward . How will the outcomes of the current session be linked to the next session ? It also goes to how we can connect our whole year's discussion to the next year's GGE . I think this is a very important topic and if there is anything you can share at this point , I would like to hear it . Thank you .",Asia-Pacific States,Yes
PHILIPPINES,15:47:17,2024-03-07,0:01:07,"I would like to thank the Distinguished Representative of Japan for his intervention . With regard to your question , that is something I would like to hear the views of the rest of the room also and then we will see how we can react to that also in the light of , of course , the discussion we are also going to have tomorrow afternoon still on other matters regarding to the work of the GGE and our mandate .",Asia-Pacific States,Yes
SWITZERLAND,15:48:33,2024-03-07,0:04:27,"Mr. Chair , our Delegation thanks you for facilitating interactive discussions thus far . We generally agree with the key take - aways you articulated at the conclusion of this morning's session . To answer part of the question you posed , although there is value in continuing discussion on characteristics of the organization , we believe that an exact definition of autonomous weapon systems is not required for the elaboration , development and negotiation of any normative and operational framework governing them . A working characterization is enough as a useful starting point to start discussions and move forward , for example , on discussions on prohibitions and regulations . We support views on the need to build upon already agreed language which can be useful as a basis for us going forward . It is important to identify , recognize and further elaborate on these common grounds . Finally , we join others in hoping that discussions on meaningful human control and ethical considerations could be started during the intersessional or in the next session as well . Thank you , Mr. Chair .",Western European and other States,Yes
GERMANY,15:53:09,2024-03-07,0:00:37,"Thank you , Mr. Chair . We just wanted to express our support and for the suggestion just made by the colleague from Switzerland . We would also find it very helpful to have something from your part that summarizes your view of our discussions and we , of course , very much support your the comments that you have circulated during lunchtime for the further work . Thank you .",Western European and other States,Yes
BRAZIL,15:54:13,2024-03-07,0:03:23,"Thank you very much , Mr. Chair . Good afternoon , everyone . I would just like to offer a few ideas along with those that have been already expressed , very interesting ideas expressed by colleagues before me . First , I would like to thank you for issuing this nonpaper to help us think about the next steps . I think that we I agree with other colleagues who said that we will benefit greatly from another paper by you , Chair , that summarizes our discussions in the intersessional period and intense work in the intersessional period so that we can make the best use of the limited time we still have until the end of the year . And I think that although the papers , the presentations that were the foundation of our work this week were excellent to stimulate substantive debate , I think there will be merit to restructuring it in a way that will make our contributions more coherent . The proposal made by my colleague from Pakistan I think offers a very sound basis for this endeavor . Like others like Philippines , the Philippines we do believe that investing too much energy in the definitions and characterizations might not be the best way forward given the fact that as Australia has put out so eloquently , there is a difference of understanding as to whether we are defining laws that need to be prohibited or the whole category . So I think that we need to make the obligations and new commitments that we are considering more clear before we venture into that endeavor . Along the lines of the suggestion made by Pakistan , which is to structure our work and in particular the paper that we are asking you to prepare along those three broad categories , I would also like to suggest that we recover language elements from past GGE reports that we could already insert into these categories . This is along the lines of what Frances indicated that we need to separate between what is agreed and what still needs to be agreed . I bring to this discussion the experience of the GGE on ICTs in which there was a choice , for those who are not familiar with this process , there was a choice in the last GGE to structure the work in a way that would build another layer of common understandings so we do not lose what was done in the past . So if we do this , our work will be cumulative and we will not have to restart the same basic understandings at every meeting . It would be a way to frame the situation of our debates and avoid repetition of discussions that we already had in the past . That said , Chair , we are looking forward to your guidance as to the next steps leading to the August session . Thank you very much . Thank you for sharing your views and also a few suggestions for organizing our work and what to be discussed next in a way and how we should discuss it also taking into account remarks made by other Delegations like Pakistan and the Philippines , all very helpful . On the other hand , I see a lot of homework coming in my direction . We will think about that , what we can promise now , what we can do now and what clearly is some work to be done in the intersessional period . This is not something that we can do overnight also in relation to sensitivities around a number of issues . But yes , I agree . We should not reinvent the wheel and I think your idea to build another layer of common understanding , I think that is a very good reflecting in one sentence what I tried to explain in a little bit more words than just this one sentence . Looking around the room , any further requests for the floor ?",Latin American and Caribbean States,Yes
MEXICO,15:59:23,2024-03-07,0:06:01,"The floor is yours . Thank you very much , Chairman . At the outset , I should like to echo those who spoke before me to congratulate you for the way in which you have been organizing our work . I think this has been reflected in some very substantive discussions , some very rich discussions and we would also like to thank you for this document with your thoughts in it . We think that the methodology that is been used has been very useful . We would simply suggest that for the future that a little more time be given to allow consideration of the questions and to submit responses . Quite often because of consultations taking place between countries or workload , there's not very much time to find the responses and so it makes our life quite difficult . In general terms , we would agree with the thoughts and comments circulated in particular in that prohibitions and regulations are essential going forward but also in the understanding that there is an interrelationship or indeed a link with developments in other arenas . Although we can support the division of this thematic consideration into different sections and here Pakistan's proposal , we think , would be positive , we would nevertheless have the following specifications to make . First of all , with regard to the IHL obligations for autonomous weapons systems , we think this would allow the identification not only of the relevant rules and standards but also to understand the interpretation of these made by various countries or whether other convention and customary laws have been considered by states . We think that from this point of view , that is obligation of IHL . My Delegation welcomes the idea of using this lawfulness approach with regard to these weapons as opposed to their operation . Secondly , once we find common ground in terms of the understanding of IHL , we could then , as Pakistan says , look at identifying what the relevant principles are that would be fundamental when interpreting IHL and which should be undertaken in line with the Convention for Codification and Progressive Development of International Law . As you will see , my Delegation does not think that these are mutually exclusive . We do nevertheless think that it is worth codifying them . We would agree with the idea of having a holistic approach to all the work that is done within the context of this group of experts . As my Delegation sees it , this would include both the previously adopted agreements in the context of the GGE but also for previous working documents as well . If you have a different interpretation of that , then we would welcome hearing that in terms of the submission of documents from previous sessions . Now , some other thoughts on previous work . The agreements that have been made within the context of the Working Group are , of course , an essential foundation in terms of how we can then move our work forward , but we do need to understand that much of this language , because of its consensus - based nature , is by its nature ambiguous and so could lead to diverging interpretations . My Delegation would be open to revisiting Topics 1 and 2 . We think these would be essential in terms of appreciating the nuances of the various topics addressed to date . Of course , that is without prejudging Mexico's position on the topic in terms of characterization and definitions that we have mentioned at this meeting . That would be similar to what was expressed by the Philippines and by Brazil . Now , of course , it would also be important to understand that although we can look at the topics in sections , in blocks for the next discussions that we are going to have in this Forum , at the end of the day , we are going to have to establish or find what the different interactions are between the different sections or blocks , which in part is what is being identified in the discussions in this session . Although discussions are being classified into different sections , there are interactions . There is a relationship between them . These would have to be born in mind and we would have to ensure that those are fully understood if we are to ensure a positive outcome at the end of the GGE's work . Thank you .",Latin American and Caribbean States,Yes
UNITED STATES,16:05:40,2024-03-07,0:08:56,"Thank you , Chair , for giving us the floor . We wanted to start by reiterating our thanks to you and your team for what has been in our view a really successful week . We have gotten off to a great start . We have in particular really appreciated the interactive dialogue on these many issues . I think the mode of work that you offered us has been essential to allowing us to have that discussion . Like the Swiss Delegation , we also have an overarching sense that we are seeing convergence and overlap in the way that Delegations are thinking about and talking about these issues . That is really important . I think we are all struggling with difficult substantive issues . We are explaining one another's perspectives . I am hearing us coming together in ways and I think that is important . To react to the takeaways in your paper on characterization , I think for our Delegation , we think that this should continue to be a priority for this group . Like the Australian Delegation , I think we do remain concerned that the way the discussion has developed , we are seeing a pretty fundamental difference in the way that Delegations consider the underlying purpose of this characterization discussion and what its relation would be to a possible future instrument . As a very basic proposition , we do need to know what weapons we are talking about before we can really think carefully about a future instrument and how IHL applies and so on and so forth . That is a pretty fundamental issue . At the same time , there has been a really good discussion about the different visions that people have and you are not going to get to the next step without bringing that discussion together with concrete language in front of us , which you did this week . Notwithstanding how much that discussion illustrated this fairly fundamental division , what was interesting to us was that we did actually hear quite a bit of convergence around some of the terminology . I think this is a good illustration of what the Delegation of Switzerland was sort of talking about . We are trying to come together . We are finding ways to narrow our thinking . This is difficult stuff . These are complicated issues . This is , I think , a good illustration both of the continued differences that we see but why the process that we are going through is already bearing important fruit . But with respect to the issues that we have been discussing , I think for our Delegation , characterization is really an important one to keep front and center . On our international humanitarian law discussion , I think here I can really only just 100 % agree with the way the Delegation of Pakistan described maybe the best way to think about how we should be approaching this . The idea that we have sort of three boxes that we need to be thinking about . We need to understand existing IHL and how the contours of existing IHL apply . I think that is a very important exercise . We have been going through that . And I think with respect to the second box again , we would just agree that we should be focused on the bridging principles , the clarifications , what we do to implement those principles . I think that is also very important . We would also agree that there is this third box . Now , we are maybe not in the same place as the Delegation of Pakistan . I think the Delegation of Brazil also sort of agreed with the basic methodology . We are not at a point yet where we necessarily agree that we see the new law that needs to be developed . But I do not know that you can get to a point where you can see that new law until you have addressed the first two boxes . So we actually would like to associate ourselves with the Delegation of Pakistan as maybe this could be a good way to frame our discussions in this area moving forward . With respect to , you know , IHL , obviously we think there is room . IHL is a very large body of law . I think there is room to focus and get more specific and more granular in the context of the first box that was identified . And then with respect to the second box , I think we have already made some pretty good progress , maybe initial progress , but the 2023 report itself I think identifies some of these sort of bridging principles . Again , this is I think partly the way the ICRC was explaining yesterday , a way to identify those principles or measures or actions that are necessary to implement IHL obligations . I think there is room to further elaborate there . With respect to the observations made by some Delegations about building on agreed language , I do think that as the Delegation of Japan and some other Delegations mentioned , this is an important thing to do . It is a way to structure our work , but it is also a way to bring a lot of good previous work back to the forefront in terms of Maybe good starting points for possible future agreed language . And it also illustrates and here , Chair , I am just thinking we have had many late night discussions and debates usually in the context of finalizing a report where we are grappling with these pretty fundamental issues , grappling with the terminology that people prefer . And we have found some good compromises in the past . And so having that language front of mind is a good way to remind ourselves of how we have bridged difficult moments in the past . In terms of topics for the next session and how to handle the intersessional period , we recognize that it is difficult for Delegations to participate in intersessional work . We do have a considerable period of time , though , before the next session . So it seems critical to us to have some sort of plan of work for the intersessional period to keep the positive momentum going and to prepare for a productive second session . I have already mentioned that we think characterization is something that would be worth continuing to focus on . I think we should also continue to focus on IHL . In terms of additional topics , we would like to find time to address accountability and responsibility measures as this does seem like an area where there could be consensus on other important foundational issues . Thank you , Chair .",Western European and other States,Yes
